gene_name	CpG
C2CD4D	7.348728154231077
CHRM3	3.4982508675278257
NTNG1	3.867896463992655
RGPD3	2.130930869826449
ICOS	2.4329594072761065
HNRNPR	4.321928094887363
UBL4B	5.035623909730721
OR2B11	4.517275693209582
KANK4	4.9818526532897405
USP33	6.087462841250339
OR2T4	4.8529975876133165
SYT14	5.350497247084133
CNST	5.4886435398537845
HSD3B1	6.008988783227255
OR2L5	5.705977901682522
DRAXIN	3.8875252707415875
IFIH1	4.689299160535892
GBP3	4.694880192799191
VPS72	7.94251450533924
C1orf105	5.9140860970127225
UGP2	3.9354597478052895
AAK1	4.738767836800191
ADAR	4.185866545311334
OR10T2	4.705977901682522
TP73	5.599912842187128
HECW2	4.277984747299765
H3C13	5.472487771462744
SPRR2B	4.542258049766918
CAPZA1	5.112700132749362
CD5L	3.2794712956444676
TRIM43	6.672425341971495
KCNF1	5.035623909730721
YWHAQ	4.602884408718419
CRTC2	3.350497247084133
SLC2A7	4.626439136697315
NFIA	4.044394119358453
REG1A	6.149747119504682
TTC24	3.925999418556223
GGPS1	5.703211467391146
NBPF12	5.044394119358453
TDRD15	5.738767836800191
TMEM59	6.4495613746132365
COA6	4.419538891513785
TSNAX	2.931683057059806
TNFRSF18	3.867896463992655
PRDM16	5.087462841250339
HMGB4	5.2890967024199895
GPR148	6.918863237274595
CD244	2.526068811667588
OPTC	5.7414669864011465
KCNH7	4.053111336459563
PKDCC	2.3248106034204836
STPG4	2.7506065048355923
PPFIA4	4.20163386116965
SH3BGRL3	2.927896453728821
PLCL1	4.491853096329675
NLRP3	4.364572432295856
CIART	2.277984747299765
ZRANB3	2.942983598187102
CD2	4.722466024471091
MGAT4A	4.053111336459563
SLC4A10	3.0018022426339854
TMEM163	5.705977901682522
AL020996.2	2.6016965164809576
ANGEL2	3.5360529002402097
KPNA6	3.817623257511431
CLCA2	4.949534933017012
MAP3K6	4.738767836800191
DBI	4.655351828612554
AL591806.4	5.205548911173033
CFHR2	4.38543103719352
FAAP20	4.087462841250339
AGPS	6.366322214245816
FASLG	6.539158811108031
ID2	3.1473066987802936
IL20	3.0874628412503395
RIF1	4.38543103719352
GLMN	4.017921907997263
TAGLN2	3.8278190246173196
S100A2	2.678071905112638
ETAA1	4.364572432295856
CNIH3	8.233619676759702
GBA	4.882643049361842
