gene_id	gene_name	SRR3214253	SRR3214254	SRR3214255	SRR3214277	SRR3214278	SRR3214279	SRR3214301	SRR3214302	SRR3214303	SRR3214325	SRR3214326	SRR3214327
50993	ENSG00000271482.1	AC005070.2	0	0	0	0	0	0	0	0	0	0	0	0
50994	ENSG00000271483.1	AC108676.2	0	0	0	0	0	0	0	1	0	0	0	0
50995	ENSG00000271484.1	ABI1P1	0	0	0	0	0	0	0	0	0	0	0	0
50996	ENSG00000271486.1	NIPA2P3	0	0	0	0	0	0	0	0	0	0	0	0
50997	ENSG00000271488.1	RBM11P1	0	0	0	0	0	0	0	0	0	0	0	0
50998	ENSG00000271490.1	AC013244.2	0	0	0	0	0	0	0	1	0	0	0	0
50999	ENSG00000271491.1	AC100767.2	0	0	0	0	0	0	0	0	0	0	0	0
51000	ENSG00000271492.1	MEMO1P5	0	0	0	0	0	0	0	0	0	0	0	0
51001	ENSG00000271494.1	AC034205.3	0	1	0	0	0	0	0	0	0	0	0	0
51002	ENSG00000271495.1	AC020765.1	0	0	0	0	0	0	0	0	0	0	0	0
51003	ENSG00000271496.1	SNRPGP20	0	0	0	0	0	0	0	0	0	0	0	0
51004	ENSG00000271498.1	AL360085.1	0	0	0	0	0	0	0	0	0	0	0	0
51005	ENSG00000271499.1	AC011477.5	0	0	0	0	0	0	0	0	0	0	0	0
51006	ENSG00000271500.1	AC005183.1	1	0	0	0	9	0	0	8	0	0	0	1
51007	ENSG00000271502.1	AL670379.12	0	0	0	0	0	0	0	0	0	0	0	0
51008	ENSG00000271503.6	CCL5	367	357	361	21704	13598	20014	1441	3749	1086	350	1735	380
51009	ENSG00000271507.1	AC025884.3	0	0	0	0	0	0	0	0	0	0	0	0
51010	ENSG00000271508.1	AC090525.3	0	0	0	0	0	0	0	0	0	0	0	0
51011	ENSG00000271509.1	AC018714.1	0	0	1	0	0	0	0	0	0	0	2	0
51012	ENSG00000271511.1	AL161756.2	0	0	0	0	0	0	0	0	0	0	0	0
51013	ENSG00000271519.1	AL590065.1	70	74	58	98	117	79	330	168	233	77	180	68
51014	ENSG00000271522.1	AC016831.5	4	3	8	13	0	5	12	10	7	16	7	12
51015	ENSG00000271523.1	AL049634.3	0	0	0	0	0	0	0	0	0	0	0	0
51016	ENSG00000271524.1	BNIP3P17	0	0	0	0	0	0	0	0	0	0	0	0
51017	ENSG00000271525.1	ARF4P1	0	0	0	0	0	0	0	0	0	0	0	0
51018	ENSG00000271526.1	AC004852.1	0	0	0	0	0	0	0	0	0	0	0	0
51019	ENSG00000271527.1	AL606495.1	0	0	0	0	0	0	0	0	0	0	0	0
51020	ENSG00000271530.1	WBP1LP12	0	0	0	0	0	0	0	0	0	0	0	0
51021	ENSG00000271532.1	BBIP1P1	0	0	0	0	0	0	0	0	0	0	0	0
51022	ENSG00000271533.1	Z83843.1	58	3	52	211	22	213	140	17	86	55	40	61
51023	ENSG00000271536.1	AC073046.2	0	0	0	0	0	0	0	0	0	0	0	0
51024	ENSG00000271537.1	AC009220.3	0	0	0	0	0	0	5	1	3	0	1	0
51025	ENSG00000271538.6	LINC02427	29	61	33	78	73	68	269	100	204	29	68	31
51026	ENSG00000271543.1	AC021443.3	0	0	0	0	0	0	0	0	0	0	0	0
51027	ENSG00000271544.1	AC006499.8	0	0	0	0	0	0	0	0	0	0	0	0
51028	ENSG00000271546.1	AC245389.1	0	0	0	0	0	0	0	0	0	0	0	0
51029	ENSG00000271547.1	AC117498.3	0	0	0	0	0	0	0	0	0	0	0	0
51030	ENSG00000271550.1	BNIP3P11	0	0	0	0	0	0	0	3	0	0	0	0
51031	ENSG00000271551.2	AL355297.3	8	0	4	2	2	8	4	0	0	0	5	4
51032	ENSG00000271553.1	AC018638.7	1	0	8	15	4	10	0	2	0	16	26	10
51033	ENSG00000271554.1	AL138787.2	0	0	0	0	0	0	0	0	0	0	0	0
51034	ENSG00000271555.1	AC113139.1	0	0	0	0	0	0	0	0	0	0	0	0
51035	ENSG00000271557.1	YPEL5P2	0	0	0	0	0	0	0	0	0	0	0	0
51036	ENSG00000271558.1	AL391813.1	0	0	0	0	0	0	0	0	0	0	0	0
51037	ENSG00000271559.1	AL138966.1	0	0	0	0	0	0	0	0	0	0	0	0
51038	ENSG00000271560.1	AP001330.3	0	0	0	0	0	0	0	0	0	0	0	0
51039	ENSG00000271563.1	HIRAP1	0	0	0	0	0	0	0	0	0	0	0	0
51040	ENSG00000271564.2	LINC02333	0	0	0	0	0	0	0	0	0	0	0	0
51041	ENSG00000271565.1	AL109618.2	0	0	0	0	0	0	0	0	0	0	0	0
51042	ENSG00000271567.1	PPIAL4E	0	0	0	0	0	0	0	1	0	0	0	0
51043	ENSG00000271568.1	AC069304.3	0	0	0	0	0	0	0	0	0	0	0	0
51044	ENSG00000271569.1	IGKV1OR2-6	0	0	0	0	0	0	0	0	0	0	0	0
51045	ENSG00000271573.1	AL136982.5	0	0	0	0	1	0	0	0	0	0	0	0
51046	ENSG00000271576.1	AL359504.1	0	0	1	0	0	0	0	0	0	0	1	0
51047	ENSG00000271578.1	AC119501.1	0	0	0	0	0	0	0	0	0	0	0	0
51048	ENSG00000271579.1	AC078880.3	0	1	1	4	4	1	19	3	6	3	7	6
51049	ENSG00000271580.1	AL583832.1	0	0	0	0	0	0	0	3	0	0	0	0
51050	ENSG00000271581.1	AL671883.2	0	0	0	3	0	1	0	15	0	0	0	0
51051	ENSG00000271582.1	AC073111.2	0	0	0	0	0	0	0	0	0	0	0	0
51052	ENSG00000271583.1	AC103881.1	0	0	0	0	0	0	0	0	0	0	0	0
51053	ENSG00000271584.2	LINC02550	0	0	0	0	0	0	1	0	5	0	0	0
51054	ENSG00000271585.1	SELENOTP2	0	0	0	0	0	0	0	0	0	0	0	0
51055	ENSG00000271586.1	AC011894.1	0	0	0	0	0	0	0	0	0	0	0	0
51056	ENSG00000271587.1	AC004805.3	0	0	0	0	0	0	0	0	0	0	0	0
51057	ENSG00000271588.1	LARP7P1	0	0	0	0	0	0	0	0	0	0	0	0
51058	ENSG00000271589.1	AL139395.1	0	0	0	0	0	0	0	0	0	0	0	0
51059	ENSG00000271590.1	AC108463.3	26	2	13	14	9	10	0	3	0	6	14	3
51060	ENSG00000271595.1	ELOCP35	0	0	0	0	0	0	0	0	0	0	0	0
51061	ENSG00000271596.1	AC008121.2	0	0	0	1	0	1	0	0	0	0	2	0
51062	ENSG00000271597.1	AC112230.1	0	0	0	0	0	0	0	0	0	0	0	0
51063	ENSG00000271598.1	AC008739.3	0	0	0	0	0	0	0	2	0	0	0	0
51064	ENSG00000271600.1	AP000942.4	0	0	0	0	0	0	0	0	0	0	0	0
51065	ENSG00000271601.4	LIX1L	373	102	362	172	84	132	526	187	379	242	332	244
51066	ENSG00000271602.1	KRT8P49	0	0	0	0	0	0	0	0	0	0	0	0
51067	ENSG00000271605.6	MILR1	48	14	44	427	117	412	552	117	373	382	307	359
51068	ENSG00000271606.1	AC097467.4	0	0	0	0	0	0	0	0	0	0	0	0
51069	ENSG00000271607.1	Z84480.1	0	0	0	3	8	3	0	0	1	1	0	0
51070	ENSG00000271608.1	AL391646.1	0	0	0	0	0	0	0	0	0	0	0	0
51071	ENSG00000271609.1	AC005632.4	0	0	0	0	0	0	0	0	0	0	0	0
51072	ENSG00000271611.1	AC006006.1	0	0	0	0	0	0	0	0	0	0	0	0
51073	ENSG00000271612.1	HSPE1P14	0	0	0	0	0	0	0	0	0	0	0	0
51074	ENSG00000271614.1	ATP2B1-AS1	14	0	10	17	21	14	63	80	55	19	27	27
51075	ENSG00000271615.1	ACTG1P22	0	0	0	0	0	0	0	0	0	0	0	0
51076	ENSG00000271616.1	AC055876.5	0	0	0	0	0	0	0	0	0	0	0	0
51077	ENSG00000271618.1	AL359821.1	0	0	0	0	0	0	0	0	0	0	0	0
51078	ENSG00000271620.1	IGHV3OR16-7	0	0	0	0	0	0	0	0	0	0	0	0
51079	ENSG00000271621.1	AC013244.3	0	0	0	0	0	0	5	4	2	0	1	0
51080	ENSG00000271623.1	AC138894.3	0	0	0	0	0	0	0	0	0	0	0	0
51081	ENSG00000271624.1	AP004372.1	0	0	0	0	0	0	0	0	0	0	0	0
51082	ENSG00000271625.1	PSMA6P4	0	0	0	0	0	1	0	0	0	0	0	0
51083	ENSG00000271626.1	H3P42	0	0	0	0	0	0	0	1	0	0	0	0
51084	ENSG00000271627.1	AC027612.4	0	0	0	0	0	0	0	0	0	0	0	0
51085	ENSG00000271629.1	AC067959.1	0	0	0	0	5	0	0	0	0	0	0	0
51086	ENSG00000271631.1	AL139041.1	0	0	1	0	0	1	0	0	0	1	2	1
51087	ENSG00000271632.1	AL589743.4	0	0	0	0	0	0	0	0	0	0	0	0
51088	ENSG00000271635.1	AC017002.2	0	0	0	0	0	0	0	0	0	2	0	2
51089	ENSG00000271638.1	BNIP3P19	0	0	0	0	0	0	0	0	0	0	0	0
51090	ENSG00000271639.1	AC019072.1	0	0	0	0	0	0	0	0	0	0	0	0
51091	ENSG00000271642.1	MARK3P1	0	0	0	0	0	0	0	0	0	0	0	0
51092	ENSG00000271643.2	AC112220.2	10	9	6	60	25	32	92	9	76	12	23	7
51093	ENSG00000271644.1	AC242498.1	0	0	0	3	0	0	0	0	0	3	0	0
51094	ENSG00000271646.1	AC099343.4	22	7	24	38	11	46	71	54	53	13	36	21
51095	ENSG00000271647.1	KRT8P47	0	0	0	0	0	0	0	0	0	0	0	0
51096	ENSG00000271650.1	AL031601.1	0	0	0	0	0	0	0	0	0	0	0	0
51097	ENSG00000271652.1	AL356052.1	0	0	0	0	0	0	0	0	0	0	0	0
51098	ENSG00000271653.1	AC097359.3	0	0	0	0	0	0	0	0	0	0	0	0
51099	ENSG00000271654.1	AC025062.2	0	0	0	0	0	0	0	0	0	0	0	0
51100	ENSG00000271655.1	BNIP3P35	0	0	0	0	0	0	0	0	0	0	0	0
51101	ENSG00000271656.1	AC007262.1	0	0	0	0	0	0	0	0	0	0	0	0
51102	ENSG00000271657.1	AC018462.2	0	0	0	0	0	1	0	0	0	0	0	0
51103	ENSG00000271659.1	AL161729.4	1	0	0	0	0	0	0	0	0	0	0	0
51104	ENSG00000271660.1	Z99497.2	0	0	0	0	0	0	0	0	0	0	0	0
51105	ENSG00000271661.1	BNIP3P36	0	0	0	0	0	0	0	0	0	0	0	0
51106	ENSG00000271662.1	AC233280.2	0	0	0	0	0	0	0	0	0	0	0	0
51107	ENSG00000271664.1	AC004890.3	0	0	0	0	0	0	0	0	0	0	0	0
51108	ENSG00000271666.1	AC008555.6	0	0	0	0	0	0	0	0	0	0	0	0
51109	ENSG00000271667.1	AC104408.1	0	0	0	0	0	0	0	0	0	0	0	0
51110	ENSG00000271670.1	AC010998.2	0	1	0	2	1	2	0	1	0	0	2	0
51111	ENSG00000271671.1	AC107304.1	0	0	0	0	0	0	0	0	0	0	0	0
51112	ENSG00000271672.1	DUXAP8	0	0	0	0	0	0	0	0	0	0	0	0
51113	ENSG00000271676.1	AC104771.1	0	6	0	0	0	0	0	0	0	0	0	0
51114	ENSG00000271677.1	Z82195.1	0	0	0	0	0	0	0	0	0	0	0	0
51115	ENSG00000271679.1	LSM1P2	0	0	0	0	0	0	0	0	0	0	0	0
51116	ENSG00000271680.1	AC098935.2	0	0	0	0	0	0	0	0	0	0	0	0
51117	ENSG00000271681.1	AC136601.2	0	0	0	0	0	0	0	5	0	0	0	0
51118	ENSG00000271682.1	AC092960.3	0	0	0	0	0	0	0	0	0	0	0	0
51119	ENSG00000271686.1	AL953862.2	0	0	0	0	0	0	0	0	0	0	0	0
51120	ENSG00000271687.1	MTND5P10	0	0	0	0	4	0	0	1	0	0	0	0
51121	ENSG00000271691.1	AC140658.7	0	0	0	0	0	0	0	0	0	0	0	0
51122	ENSG00000271693.1	AL929325.1	0	0	0	0	0	0	0	0	0	0	0	0
51123	ENSG00000271696.1	AC023141.13	0	0	0	0	0	0	0	0	0	0	0	0
51124	ENSG00000271697.1	AL049779.3	0	0	0	0	0	0	0	0	0	0	0	0
51125	ENSG00000271698.1	AC233992.2	2	0	1	0	0	0	6	0	5	0	3	0
51126	ENSG00000271699.5	SNX29P2	22	6	18	73	0	83	0	9	0	14	53	16
51127	ENSG00000271701.1	AC098483.3	0	0	0	0	0	0	0	0	0	0	0	0
51128	ENSG00000271702.1	AC123786.2	0	0	0	0	0	0	0	0	0	0	0	0
51129	ENSG00000271704.1	BNIP3P20	0	0	0	0	0	0	0	0	0	0	0	0
51130	ENSG00000271705.1	RPL17P3	0	4	0	0	0	0	0	0	0	0	0	0
51131	ENSG00000271707.1	ATP1B3P1	0	0	0	0	0	0	0	0	0	0	1	0
51132	ENSG00000271709.1	AC017033.1	0	2	0	0	0	0	0	0	0	0	0	0
51133	ENSG00000271710.1	NDUFA8P1	0	0	0	0	0	0	0	0	0	0	0	0
51134	ENSG00000271711.1	AC069236.1	0	0	0	0	0	0	0	3	0	0	0	0
51135	ENSG00000271712.1	AL163642.2	0	0	0	0	0	0	0	0	0	0	0	0
51136	ENSG00000271714.1	AC010501.2	0	0	0	0	0	0	0	0	0	0	0	0
51137	ENSG00000271715.1	AC012640.5	0	0	0	0	0	0	0	0	0	0	0	0
51138	ENSG00000271716.1	AC022001.2	0	0	0	0	0	0	6	0	3	0	0	0
51139	ENSG00000271717.1	AC022146.2	0	0	0	0	0	0	0	1	0	0	0	0
51140	ENSG00000271723.5	MROH7-TTC4	3	0	0	8	13	3	28	4	15	0	0	2
51141	ENSG00000271724.1	AC011396.3	1	0	0	0	0	0	0	0	0	1	6	1
51142	ENSG00000271725.1	AC103858.1	0	0	0	0	0	0	0	0	0	0	0	0
51143	ENSG00000271727.2	AL357054.2	0	0	0	0	3	0	10	0	8	0	3	0
51144	ENSG00000271730.1	AL390208.1	0	0	0	0	0	0	0	0	0	0	0	0
51145	ENSG00000271732.1	AL137798.1	0	0	0	0	0	0	0	1	0	0	0	0
51146	ENSG00000271734.1	Z98200.2	0	0	0	5	0	0	0	1	0	1	0	0
51147	ENSG00000271736.2	LINC02772	0	3	0	0	0	0	0	0	0	0	0	0
51148	ENSG00000271737.1	AC008608.2	0	0	0	0	0	0	0	1	0	0	2	0
51149	ENSG00000271739.1	RNU1-29P	0	0	0	0	0	0	0	0	0	0	0	0
51150	ENSG00000271741.1	AC114490.2	67	10	68	232	128	286	160	11	102	89	137	94
51151	ENSG00000271742.1	AL121992.2	0	0	0	4	0	5	0	3	0	1	1	2
51152	ENSG00000271743.1	AF287957.1	1	0	0	1	0	1	0	2	0	0	0	0
51153	ENSG00000271746.1	AL031848.2	0	0	0	0	0	0	0	0	0	1	2	0
51154	ENSG00000271749.1	AC005828.6	5	0	2	0	0	0	3	0	2	0	6	1
51155	ENSG00000271751.1	AP003392.4	2	0	0	0	0	0	3	0	0	0	2	1
51156	ENSG00000271752.1	AC112187.3	0	0	0	0	0	0	0	2	0	2	0	0
51157	ENSG00000271754.1	AL355802.3	1	0	0	0	0	2	0	0	0	0	0	0
51158	ENSG00000271755.1	AL031118.1	51	25	32	50	22	54	90	27	54	31	89	49
51159	ENSG00000271758.2	AC044810.3	0	0	0	0	0	0	0	0	0	0	0	0
51160	ENSG00000271761.1	AL021368.1	3	0	6	1	0	0	4	0	7	3	1	0
51161	ENSG00000271763.1	AC091544.5	0	0	0	0	0	0	0	0	0	0	0	0
51162	ENSG00000271765.1	RN7SKP299	0	0	0	1	0	1	0	0	0	0	0	0
51163	ENSG00000271766.1	AC010424.2	0	0	0	0	0	0	0	0	0	0	0	0
51164	ENSG00000271771.1	AC139792.1	4	2	5	11	4	8	46	9	28	11	13	6
51165	ENSG00000271774.1	AL109930.1	0	1	0	0	0	0	0	0	0	0	0	0
51166	ENSG00000271776.1	AL445209.1	0	2	0	0	0	0	0	0	0	0	0	0
51167	ENSG00000271778.1	AC080013.3	1	0	2	4	0	5	0	0	0	1	0	0
51168	ENSG00000271779.1	AC009994.1	0	0	0	0	0	0	0	0	0	0	0	0
51169	ENSG00000271780.1	AL118558.3	9	0	9	12	2	7	4	8	5	8	8	9
51170	ENSG00000271781.1	AC026740.1	3	0	6	2	1	5	35	54	34	8	15	7
51171	ENSG00000271784.1	AL031055.1	0	0	0	0	0	3	0	1	0	0	1	0
51172	ENSG00000271787.1	AC104794.5	0	0	0	0	0	0	0	0	0	0	0	0
51173	ENSG00000271788.1	AC008875.1	2	0	1	1	0	1	0	3	0	3	3	2
51174	ENSG00000271789.1	AL080317.1	15	0	16	27	2	42	7	3	3	6	3	11
51175	ENSG00000271792.1	AC008667.4	0	0	0	0	0	0	0	0	0	0	0	0
51176	ENSG00000271793.1	AL589666.1	0	0	3	16	0	27	0	0	0	4	0	0
51177	ENSG00000271795.1	AC011337.1	18	0	12	12	2	18	25	0	18	15	30	21
51178	ENSG00000271797.1	AC008494.3	5	0	0	7	14	12	0	2	0	0	6	0
51179	ENSG00000271798.1	SNORA51	5	0	3	1	0	2	0	3	0	2	2	4
51180	ENSG00000271803.1	AL121906.1	0	0	0	0	0	0	0	0	0	0	0	0
51181	ENSG00000271806.1	AL590822.2	10	7	9	4	7	5	76	45	68	8	20	13
51182	ENSG00000271810.5	AL603832.3	0	0	0	0	0	0	8	0	6	0	0	0
51183	ENSG00000271811.1	Z97200.1	0	0	0	0	0	0	0	0	0	0	0	0
51184	ENSG00000271814.1	RN7SKP290	0	0	0	0	0	0	0	0	0	0	0	0
51185	ENSG00000271815.1	AC008897.3	1	0	2	0	0	4	0	0	0	0	0	0
51186	ENSG00000271816.1	AC022400.5	117	19	116	145	68	110	86	28	80	122	136	129
51187	ENSG00000271817.2	AC107219.1	0	0	0	0	1	0	7	0	1	0	2	0
51188	ENSG00000271818.1	RN7SKP4	5	0	0	0	0	0	0	1	0	0	1	0
51189	ENSG00000271819.1	RNU6-94P	0	0	0	0	0	0	0	0	0	0	0	0
51190	ENSG00000271820.1	AL109910.2	0	0	0	0	0	0	0	0	0	0	0	0
51191	ENSG00000271821.1	AL662844.3	0	0	0	0	0	0	0	0	0	0	0	0
51192	ENSG00000271824.2	SMIM32	0	0	0	3	0	2	0	0	0	0	0	0
51193	ENSG00000271825.1	AC019080.3	0	0	0	0	9	0	0	0	0	0	1	0
51194	ENSG00000271826.5	PLS3-AS1	10	7	16	19	17	6	23	20	26	15	5	16
51195	ENSG00000271828.1	AC008937.3	1	0	1	0	1	4	0	2	0	2	4	1
51196	ENSG00000271830.1	AC012213.4	0	0	0	0	0	0	0	0	0	0	0	0
51197	ENSG00000271833.1	AL445222.2	1	0	0	0	0	0	0	0	0	0	3	0
51198	ENSG00000271841.1	RNU7-10P	0	0	0	0	0	0	0	0	0	0	0	0
51199	ENSG00000271843.1	AC012557.1	0	0	0	3	1	4	0	0	0	2	2	1
51200	ENSG00000271848.2	AC073389.2	1	5	1	6	1	14	7	9	9	1	7	1
51201	ENSG00000271849.1	AC012603.1	0	0	0	0	0	0	0	0	0	2	0	1
51202	ENSG00000271850.2	LINC02343	0	0	0	0	0	0	0	0	0	0	0	0
51203	ENSG00000271851.1	AC087501.4	90	44	64	104	84	79	252	108	201	76	123	63
51204	ENSG00000271852.1	SNORD11B	0	0	0	0	0	0	0	0	0	0	0	0
51205	ENSG00000271853.5	AL162258.1	1	0	0	108	9	82	0	3	0	4	1	4
51206	ENSG00000271855.1	AC073195.2	1	1	1	6	0	7	0	1	0	1	1	3
51207	ENSG00000271856.1	LINC01215	81	10	84	55	27	49	6	34	2	37	51	54
51208	ENSG00000271857.1	AL096865.1	7	0	11	3	0	0	6	25	4	1	11	2
51209	ENSG00000271858.5	Z84492.1	0	0	0	2	1	2	0	0	0	0	0	1
51210	ENSG00000271860.7	AL589740.1	2	0	0	1	1	0	4	6	1	0	1	1
51211	ENSG00000271862.1	AC104118.1	8	0	2	8	4	4	0	1	0	7	0	3
51212	ENSG00000271868.1	AC114810.1	0	0	0	0	0	1	2	0	5	0	0	0
51213	ENSG00000271869.1	AC026979.2	4	0	8	4	0	6	4	6	10	4	10	2
51214	ENSG00000271870.1	AC024060.2	34	4	31	30	1	18	18	8	23	36	10	36
51215	ENSG00000271871.1	AC005740.4	0	0	1	16	4	11	8	4	4	5	2	4
51216	ENSG00000271874.1	AC025754.2	0	0	0	0	0	0	0	0	0	0	0	0
51217	ENSG00000271880.1	AGAP11	0	0	0	0	0	0	0	0	0	0	0	0
51218	ENSG00000271882.1	AP001330.4	0	1	0	26	0	30	22	3	7	0	0	0
51219	ENSG00000271886.1	MIR98	0	0	0	0	0	0	0	0	0	0	0	0
51220	ENSG00000271888.1	AL136162.1	1	0	0	0	0	0	0	0	0	1	3	1
51221	ENSG00000271889.1	AC016747.2	0	0	0	0	0	1	0	0	0	0	0	0
51222	ENSG00000271890.1	OR10AE1P	0	0	0	0	0	0	0	0	0	0	0	0
51223	ENSG00000271892.1	AC026790.2	0	0	0	0	0	0	0	0	0	0	0	1
51224	ENSG00000271893.1	AC064834.1	0	0	0	0	0	0	0	0	0	0	0	0
51225	ENSG00000271894.1	AC007744.1	0	3	0	1	0	1	0	0	0	0	0	0
51226	ENSG00000271895.2	AL109811.2	19	7	22	29	1	28	19	10	28	17	30	27
51227	ENSG00000271897.1	AL357518.1	0	0	0	0	0	0	0	0	0	0	0	0
51228	ENSG00000271898.1	MIR4791	0	0	0	0	0	0	0	0	0	0	0	0
51229	ENSG00000271899.1	MIR4466	0	0	0	0	0	0	0	0	0	0	0	0
51230	ENSG00000271900.1	AC025627.4	0	0	0	0	0	0	0	0	0	0	0	0
51231	ENSG00000271901.2	AL161716.1	0	0	0	0	0	0	0	0	0	1	0	0
51232	ENSG00000271904.1	AC091826.3	0	0	0	0	0	0	0	0	0	0	0	0
51233	ENSG00000271907.1	SNORA35B	0	0	0	0	0	0	0	0	0	0	0	0
51234	ENSG00000271911.1	AL357054.3	0	0	0	3	0	3	0	0	0	0	0	0
51235	ENSG00000271913.7	AL035530.2	18	3	12	29	3	12	39	15	21	12	13	12
51236	ENSG00000271914.1	AL139286.1	0	0	0	0	0	0	5	0	3	2	0	1
51237	ENSG00000271916.1	AC012467.1	0	0	0	0	0	0	0	0	0	0	0	0
51238	ENSG00000271917.1	AL357568.1	0	1	0	0	0	0	0	0	0	0	0	0
51239	ENSG00000271918.1	AC034236.2	5	2	11	15	3	12	16	2	11	1	21	7
51240	ENSG00000271919.1	AC005828.7	0	0	0	0	0	0	0	0	0	0	0	0
51241	ENSG00000271922.1	AC134026.1	0	0	0	0	0	0	0	0	0	0	0	0
51242	ENSG00000271923.1	RNU6-86P	0	0	0	0	0	0	0	0	0	0	0	0
51243	ENSG00000271924.1	RNA5SP108	1	0	0	0	0	0	0	1	0	0	0	0
51244	ENSG00000271926.1	AC008972.1	0	0	0	0	0	0	0	0	0	0	0	0
51245	ENSG00000271930.1	AC016877.3	0	0	0	0	0	0	0	0	0	0	0	0
51246	ENSG00000271931.1	AL353135.1	0	0	0	2	0	1	0	0	0	1	0	0
51247	ENSG00000271932.1	RNU6-85P	0	0	0	0	0	0	0	0	0	0	0	0
51248	ENSG00000271933.1	AL603756.1	2	0	1	0	0	0	0	4	0	0	6	0
51249	ENSG00000271934.2	OR2AS2P	0	0	0	0	0	0	0	0	0	0	0	0
51250	ENSG00000271936.1	AC012073.1	7	0	14	11	1	6	7	0	12	4	13	7
51251	ENSG00000271937.1	AC104187.1	0	0	0	0	0	0	0	0	0	0	1	0
51252	ENSG00000271938.1	AC103724.4	0	0	0	0	0	0	5	1	5	0	0	0
51253	ENSG00000271943.2	AC098614.2	2	0	1	3	0	5	0	1	0	0	1	2
51254	ENSG00000271945.2	AL355612.1	1	0	0	0	0	0	0	0	0	0	3	0
51255	ENSG00000271947.1	AC017076.1	0	0	0	0	0	0	0	0	0	0	0	0
51256	ENSG00000271949.1	AC093423.3	0	0	0	0	0	0	0	0	0	0	0	0
51257	ENSG00000271952.2	LINC01954	0	0	0	0	0	0	0	0	0	0	0	0
51258	ENSG00000271955.2	AC007100.1	0	0	0	0	0	0	0	0	0	0	0	0
51259	ENSG00000271958.1	AC021860.1	0	0	0	0	0	0	0	0	0	0	0	0
51260	ENSG00000271959.1	AC100803.4	1	0	1	7	3	7	13	2	5	1	5	0
51261	ENSG00000271963.1	AC026786.2	0	0	0	0	0	0	0	0	0	0	0	0
51262	ENSG00000271964.1	AC090948.1	9	1	3	2	0	1	0	0	0	5	1	8
51263	ENSG00000271966.1	AC021321.1	0	0	1	0	0	1	4	0	1	1	0	0
51264	ENSG00000271967.1	AL583856.2	0	0	0	2	0	3	0	0	0	0	0	0
51265	ENSG00000271968.2	ADAM6	0	0	0	0	0	0	0	0	0	0	0	0
51266	ENSG00000271969.1	U47924.1	0	0	0	0	0	0	0	1	0	0	0	0
51267	ENSG00000271971.1	AC120053.1	1	0	0	12	12	9	4	0	4	2	4	4
51268	ENSG00000271973.1	AC141002.1	0	0	0	1	0	0	0	1	0	0	0	0
51269	ENSG00000271974.1	RDM1P4	0	0	0	0	0	0	0	0	0	0	0	0
51270	ENSG00000271976.1	AC012467.2	24	1	9	74	33	64	25	6	14	12	22	18
51271	ENSG00000271977.1	AC226119.2	0	0	0	0	0	0	0	0	0	0	0	0
51272	ENSG00000271978.1	AL359643.2	3	0	3	2	0	3	5	2	5	1	3	0
51273	ENSG00000271980.1	AC012640.6	0	6	0	0	0	0	2	0	2	0	0	0
51274	ENSG00000271981.1	AL158211.2	0	0	0	0	0	0	0	0	0	0	0	0
51275	ENSG00000271982.1	SNORD58B	0	0	0	0	0	0	0	0	0	0	0	0
51276	ENSG00000271983.1	AC023302.1	0	0	0	0	0	0	0	0	0	0	0	0
51277	ENSG00000271984.1	AL008726.1	0	0	0	1	0	0	1	1	0	0	0	0
51278	ENSG00000271985.1	BX248123.1	0	0	0	0	0	0	0	0	0	0	0	0
51279	ENSG00000271986.2	RN7SL827P	0	0	0	0	0	0	0	0	0	0	0	0
51280	ENSG00000271989.1	AL139424.1	0	0	1	0	0	0	0	0	0	0	0	0
51281	ENSG00000271991.1	AC013400.1	2	0	0	1	1	3	0	0	0	1	2	1
51282	ENSG00000271992.1	AL354872.1	0	0	0	1	2	2	1	2	0	1	0	1
51283	ENSG00000271993.1	AC126118.1	0	0	0	8	0	4	2	1	5	0	2	1
51284	ENSG00000271996.1	AC019080.4	2	4	0	0	0	3	15	2	9	6	8	9
51285	ENSG00000271998.1	AC034229.3	3	4	4	0	0	8	4	1	3	0	0	2
51286	ENSG00000272002.1	AC010904.2	0	0	0	0	0	0	0	0	0	0	0	0
51287	ENSG00000272004.1	FO704657.1	0	0	0	7	0	4	0	0	0	0	0	0
51288	ENSG00000272006.1	AC037487.3	0	0	0	0	0	0	0	0	0	0	0	1
51289	ENSG00000272008.1	AL139274.2	0	0	0	1	0	0	0	0	0	3	1	1
51290	ENSG00000272009.1	AL121944.2	11	0	10	16	0	10	31	3	22	23	11	21
51291	ENSG00000272010.1	AC100814.2	6	0	11	2	0	0	3	0	2	2	2	2
51292	ENSG00000272015.1	AP001043.2	0	0	0	0	0	0	0	0	0	0	0	0
51293	ENSG00000272020.1	RNU1-30P	0	0	0	0	0	0	0	2	0	0	0	0
51294	ENSG00000272021.1	AC008592.4	0	0	0	2	4	4	0	1	0	2	1	1
51295	ENSG00000272023.1	AC010240.4	0	0	0	3	0	1	0	0	0	0	0	0
51296	ENSG00000272024.1	AC064807.4	3	0	1	2	0	0	0	0	0	0	1	0
51297	ENSG00000272025.1	AC007318.2	0	0	0	0	0	0	0	0	0	0	0	0
51298	ENSG00000272027.2	AC073218.1	0	0	0	3	0	3	6	3	2	1	4	1
51299	ENSG00000272028.1	RNU6-87P	0	0	0	0	0	0	0	0	0	1	0	0
51300	ENSG00000272030.1	AL162258.2	11	8	9	55	12	54	26	15	27	16	15	12
