chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr8	19748785	19748834	3400467:SINE:AluSx	0	+	19748785	19748834	0	1	50	0	2.0794415445652	0.151441468810839
chr8	20680248	20680306	3401231:SINE:AluSx	0	+	20680248	20680306	0	1	59	0	0.559615786945281	0.45221918957713
chr8	22251040	22251089	3402381:SINE:MIRb	0	+	22251040	22251089	0	1	50	0	-1.48393283068381	0.584131957130597
chr8	23459293	23459342	3403310:SINE:AluSx	0	+	23459293	23459342	0	1	50	0	-0.730887511006129	0.732479219164832
chr8	25289663	25289712	3404554:SINE:AluSx	0	+	25289663	25289712	0	1	50	0	-0.361351499243099	0.801805219801044
chr10	7674133	7674182	340762:SINE:AluSx	0	-	7674133	7674182	0	1	50	0	-3.09104245335832	0.226810587886202
chr8	29659864	29659913	3408041:SINE:AluY	0	+	29659864	29659913	0	1	50	0	-1.69407062784661e-21	1
chr8	30046444	30046503	3408353:SINE:AluY	0	+	30046444	30046503	0	1	60	0	-1.7491998547724	0.0258396573051831
chr8	32861823	32861872	3410248:SINE:AluSx	0	+	32861823	32861872	0	1	50	0	2.83321334404685	0.0014874567265285
chr8	34516321	34516370	3411451:SINE:AluSx	0	+	34516321	34516370	0	1	50	0	-1.26440454351085	0.456548076872312
chr8	35498040	35498100	3412038:SINE:AluSx	0	+	35498040	35498100	0	1	61	0	1.26851132584484	0.241206908495787
chr8	35731341	35731390	3412167:SINE:AluSx	0	+	35731341	35731390	0	1	50	0	0.810930218523881	0.637398106302744
chr8	38850762	38850817	3414439:SINE:AluJb	0	+	38850762	38850817	0	1	56	0	3.21887582507353	0.034446480132654
chr8	41831570	41831619	3416505:SINE:AluSx	0	+	41831570	41831619	0	1	50	0	4.31748811353631	0.00495086372174469
chr8	41903219	41903268	3416573:SINE:AluSx	0	+	41903219	41903268	0	1	50	0	1.09861228865874	0.308614648814082
chr8	42648825	42648874	3417212:SINE:AluY	0	+	42648825	42648874	0	1	50	0	-19.8861040314502	0.157269195660294
chr8	42682392	42682479	3417242:SINE:AluSx	0	+	42682392	42682479	0	1	88	0	-1.108273907149e-16	1
chr8	42689084	42689133	3417253:SINE:AluY	0	+	42689084	42689133	0	1	50	0	1.6094379124341	0.489874257262409
chr8	47189788	47189892	3418250:SINE:AluSx	0	+	47189788	47189892	0	1	105	0	-1.14133723333445	0.799798671045878
chr8	48256700	48256749	3418938:SINE:AluSx	0	+	48256700	48256749	0	1	50	0	-5.25749537202778	0.135096219435614
chr8	48644458	48644507	3419120:SINE:AluSx	0	+	48644458	48644507	0	1	50	0	0.693147186677772	0.631916197472966
chr8	50601092	50601141	3420075:SINE:AluSx	0	+	50601092	50601141	0	1	50	0	0.510825623765991	0.481435211306254
chr8	51361882	51361931	3420458:SINE:AluSx	0	+	51361882	51361931	0	1	50	0	-1.38629436111052	0.167111835739418
chr8	53676508	53676605	3421904:SINE:AluSx	0	+	53676508	53676605	0	1	98	0	-0.693147180550579	0.435259994374782
chr8	54555075	54555124	3422627:SINE:AluY	0	+	54555075	54555124	0	1	50	0	-0.194156014441125	0.780226909750285
chr8	60556579	60556628	3426326:SINE:7SLRNA	0	+	60556579	60556628	0	1	50	0	-0.693147181550087	0.4907505654633
chr8	60897865	60897914	3426533:SINE:AluJb	0	+	60897865	60897914	0	1	50	0	1.6102566300878e-10	0.999999730973442
chr8	63405734	63405791	3427909:SINE:AluY	0	+	63405734	63405791	0	1	58	0	0.8754687373539	0.175791678949406
chr8	65456582	65456631	3429086:SINE:AluSx	0	+	65456582	65456631	0	1	50	0	-0.108341143795964	0.829850229659
chr8	65608347	65608396	3429216:SINE:AluSx	0	+	65608347	65608396	0	1	50	0	-0.584933595919713	0.810255883819151
chr8	66680154	66680253	3430102:SINE:MIRb	0	+	66680154	66680253	0	1	100	0	-1.17677706151745	0.240193883919987
chr8	69554914	69554963	3431968:SINE:AluY	0	+	69554914	69554963	0	1	50	0	-2.52701699966464e-16	1
chr8	72778658	72778707	3434035:SINE:AluJb	0	+	72778658	72778707	0	1	50	0	0.356674941481328	0.766799931951106
chr8	73697910	73697959	3434770:SINE:AluSx	0	+	73697910	73697959	0	1	50	0	-2.39789527679775	0.236984354106747
chr10	11919734	11919783	343521:SINE:AluY	0	-	11919734	11919783	0	1	50	0	-3.04452243771406	0.0214891251541323
chr10	11984999	11985048	343571:SINE:AluSx	0	-	11984999	11985048	0	1	50	0	1.09861229248431	0.599712910061113
chr10	12013440	12013489	343591:SINE:AluSx	0	-	12013440	12013489	0	1	50	0	-1.09861228917849	0.409122063998827
chr10	12076824	12076873	343667:SINE:AluY	0	-	12076824	12076873	0	1	50	0	-1.79175947120739	0.294753268402097
chr8	78474510	78474559	3437420:SINE:AluSx	0	+	78474510	78474559	0	1	50	0	0.747214401830221	0.739787253876068
chr8	82883411	82883460	3440313:SINE:AluY	0	+	82883411	82883460	0	1	50	0	3.3499040872746	0.00863142172203413
chr8	82884995	82885044	3440315:SINE:AluY	0	+	82884995	82885044	0	1	50	0	-2.35137526328287	0.28163275798108
chr8	85211154	85211203	3441534:SINE:AluJb	0	+	85211154	85211203	0	1	50	0	-1.09861228917849	0.409122063998829
chr10	12591963	12592012	344240:SINE:AluSx	0	-	12591963	12592012	0	1	50	0	0.555525802683897	0.689916176598703
chr8	88398814	88398869	3443314:SINE:AluY	0	+	88398814	88398869	0	1	56	0	1.38629436111052	0.143850563544193
chr8	88534853	88534902	3443408:SINE:AluY	0	+	88534853	88534902	0	1	50	0	-0.405465107947139	0.655619382616321
chr10	12917345	12917394	344525:SINE:AluY	0	-	12917345	12917394	0	1	50	0	1.60943791242473	0.0534530833251973
chr10	13048314	13048363	344609:SINE:AluY	0	-	13048314	13048363	0	1	50	0	1.38629436111052	0.143850563544193
chr8	93231044	93231093	3446162:SINE:AluSx	0	+	93231044	93231093	0	1	50	0	-0.146603474192183	0.853912252058105
chr8	94480444	94480530	3447136:SINE:AluY	0	+	94480444	94480530	0	1	87	0	0.69314718051342	0.216799991669344
chr8	96331972	96332082	3448527:SINE:AluJb	0	+	96331972	96332082	0	1	111	0	1.87180218386084	0.171423358760982
chr8	97723319	97723409	3449509:SINE:AluY	0	+	97723319	97723409	0	1	91	0	-2.19722457732685	0.0127133034899092
chr8	97902466	97902522	3449678:SINE:AluSx	0	+	97902466	97902522	0	1	57	0	1.0977606385812e-16	1
chr8	98286629	98286678	3450004:SINE:AluSx	0	+	98286629	98286678	0	1	50	0	1.79175946921869	0.0242698986728733
chr8	98562704	98562753	3450216:SINE:AluJb	0	+	98562704	98562753	0	1	50	0	0.810930219514023	0.493645417197065
chr8	100732740	100732789	3451743:SINE:AluSx	0	+	100732740	100732789	0	1	50	0	-0.510825623765619	0.48144268895892
chr8	102393802	102393851	3453023:SINE:AluSx	0	+	102393802	102393851	0	1	50	0	1.41838267567139	0.62532408815705
chr8	102575246	102575305	3453212:SINE:AluY	0	+	102575246	102575305	0	1	60	0	-22.1929568508922	0.00151169030142206
chr10	13911726	13911775	345322:SINE:AluSx	0	-	13911726	13911775	0	1	50	0	-1.25276296849537	0.464030946743078
chr8	103330998	103331047	3453885:SINE:AluY	0	+	103330998	103331047	0	1	50	0	1.38629436111052	0.143850563544193
chr8	108379881	108379930	3456915:SINE:AluSx	0	+	108379881	108379930	0	1	50	0	1.09861228917849	0.409123255361005
chr10	14528210	14528259	345733:SINE:MIRb	0	-	14528210	14528259	0	1	50	0	6.65415481747402e-17	0.99999996637168
chr8	110369428	110369487	3458115:SINE:AluY	0	+	110369428	110369487	0	1	60	0	-1.4115629556398	0.0137851835145558
chr10	14908139	14908188	346015:SINE:AluJb	0	-	14908139	14908188	0	1	50	0	3.00815479355255	0.30296468542296
chr8	115611037	115611134	3461044:SINE:AluSx	0	+	115611037	115611134	0	1	98	0	-0.405465107947139	0.655619382616321
chr8	116446308	116446405	3461553:SINE:AluSx	0	+	116446308	116446405	0	1	98	0	-0.287682072451786	0.598559129000938
chr8	116747882	116747931	3461798:SINE:AluSx	0	+	116747882	116747931	0	1	50	0	0.445311016655364	0.853853460859605
chr8	116772117	116772216	3461818:SINE:AluSx	0	+	116772117	116772216	0	1	100	0	-1.28572344388295	0.738399988106529
chr8	118463073	118463128	3463097:SINE:AluY	0	+	118463073	118463128	0	1	56	0	-2.75153531305787	0.00344444131496779
chr8	118670173	118670222	3463258:SINE:AluSx	0	+	118670173	118670222	0	1	50	0	-0.405465108466886	0.738433928591041
chr8	119974172	119974221	3464252:SINE:7SLRNA	0	+	119974172	119974221	0	1	50	0	-19.3820266346731	0.157547608567257
chr8	120865700	120865749	3464925:SINE:AluY	0	+	120865700	120865749	0	1	50	0	0.405465108108652	0.530709378457181
chr8	124385871	124385931	3467731:SINE:AluSx	0	+	124385871	124385931	0	1	61	0	-1.15267950993839	0.0154046642236782
chr8	124995621	124995670	3468276:SINE:AluSx	0	+	124995621	124995670	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	125367437	125367486	3468588:SINE:AluSx	0	+	125367437	125367486	0	1	50	0	0.628608659422375	0.152213156287295
chr8	126568410	126568459	3469647:SINE:AluSx	0	+	126568410	126568459	0	1	50	0	4.70048036579242	0.00253867714597733
chr8	127798273	127798324	3470716:SINE:AluSx	0	+	127798273	127798324	0	1	52	0	-23.995732273554	0.0189422270439378
chr8	129572570	129572619	3472116:SINE:AluSx	0	+	129572570	129572619	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	130283555	130283613	3472748:SINE:AluSx	0	+	130283555	130283613	0	1	59	0	0.99852883030659	0.0767748741262952
chr8	130475630	130475689	3472958:SINE:AluSx	0	+	130475630	130475689	0	1	60	0	0.287682072723628	0.70736849975425
chr8	132541466	132541515	3474682:SINE:AluSx	0	+	132541466	132541515	0	1	50	0	-0.69314718039892	0.412717579081205
chr8	133880351	133880449	3475799:SINE:AluY	0	+	133880351	133880449	0	1	99	0	-0.336472236650737	0.568349957087968
chr8	138008843	138008900	3478856:SINE:AluSx	0	+	138008843	138008900	0	1	58	0	-0.356674941480714	0.687706153761901
chr8	140045596	140045656	3480408:SINE:AluSx	0	+	140045596	140045656	0	1	61	0	-1.38629436111052	0.167494192888531
chr8	143297470	143297569	3482635:SINE:AluY	0	+	143297470	143297569	0	1	100	0	-1.91171877874368	0.350861543462061
chr8	144292881	144292930	3483185:SINE:AluSx	0	+	144292881	144292930	0	1	50	0	-0.443335382184107	0.627078025822725
chr8	144298517	144298626	3483188:SINE:AluSx	0	+	144298517	144298626	0	1	110	0	-4.63472898822964	0.227918265861159
chr8	711761	711810	3484038:SINE:AluY	0	-	711761	711810	0	1	50	0	-0.955511445027436	0.574883433652363
chr8	1761488	1761537	3484483:SINE:AluSx	0	-	1761488	1761537	0	1	50	0	-0.723000143709626	0.614019040213211
chr8	1766545	1766594	3484488:SINE:AluY	0	-	1766545	1766594	0	1	50	0	0.938269635295236	0.34467839099966
chr8	6181887	6181936	3486652:SINE:AluSx	0	-	6181887	6181936	0	1	50	0	0.510825623765619	0.481435211306053
chr8	6501607	6501656	3486905:SINE:AluSx	0	-	6501607	6501656	0	1	50	0	0.916290730884629	0.428134899178321
chr8	6619852	6619901	3486979:SINE:AluY	0	-	6619852	6619901	0	1	50	0	-0.405465108627912	0.655573054950458
chr8	6766149	6766198	3487079:SINE:AluY	0	-	6766149	6766198	0	1	50	0	-3.43398720449733	0.0467518566417009
chr10	18717403	18717452	348787:SINE:AluSx	0	-	18717403	18717452	0	1	50	0	-0.980829255906457	0.406441711798074
chr8	8405841	8405890	3487972:SINE:AluSx	0	-	8405841	8405890	0	1	50	0	-3.58351893847198	0.0546359437816939
chr8	8418222	8418271	3487990:SINE:AluSx	0	-	8418222	8418271	0	1	50	0	-1.38629436210067	0.353079968112577
chr8	9139095	9139144	3488551:SINE:AluSx	0	-	9139095	9139144	0	1	50	0	-0.101632656043803	0.955163425740164
chr8	9139608	9139757	3488552:SINE:AluY	0	-	9139608	9139757	0	1	150	0	-1.89329588844748	0.339150397350409
chr8	12179895	12179944	3490668:SINE:AluSx	0	-	12179895	12179944	0	1	50	0	-0.693147180832164	0.413134770907948
chr8	12200528	12200577	3490687:SINE:AluSx	0	-	12200528	12200577	0	1	50	0	-0.693147180040198	0.451457960435728
chr8	12422213	12422262	3490796:SINE:AluSx	0	-	12422213	12422262	0	1	50	0	-0.693147180832164	0.413134770907948
chr8	12442806	12442855	3490815:SINE:AluSx	0	-	12442806	12442855	0	1	50	0	-0.693147180040198	0.451457960435728
chr8	18124199	18124248	3494209:SINE:AluY	0	-	18124199	18124248	0	1	50	0	-2.87073578337931	0.355991976869732
chr8	22418059	22418108	3497181:SINE:AluSx	0	-	22418059	22418108	0	1	50	0	-1.09861228850709	0.245515984706836
chr8	23191321	23191518	3497808:SINE:AluSx	0	-	23191321	23191518	0	1	198	0	-1.69794071209042	0.116119831284791
chr8	23191569	23191618	3497808:SINE:AluSx	0	-	23191569	23191618	0	1	50	0	-0.101691822403517	0.895864581616117
chr8	23432666	23432715	3497982:SINE:AluY	0	-	23432666	23432715	0	1	50	0	0.78170057790139	0.743014578831227
chr8	26459436	26459485	3500215:SINE:AluSx	0	-	26459436	26459485	0	1	50	0	-1.09861228865874	0.308614648777446
chr8	28425598	28425647	3501721:SINE:AluSx	0	-	28425598	28425647	0	1	50	0	-0.916290731874156	0.253080528361516
chr8	28599315	28599364	3501907:SINE:AluY	0	-	28599315	28599364	0	1	50	0	3.02042488614436	0.0150214760579239
chr10	21177586	21177635	350372:SINE:AluY	0	-	21177586	21177635	0	1	50	0	0.215111379638495	0.810982194957945
chr8	31045565	31045614	3503974:SINE:AluSx	0	-	31045565	31045614	0	1	50	0	1.09861228865874	0.308614648814082
chr10	21319281	21319330	350517:SINE:AluJb	0	-	21319281	21319330	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	35132934	35132983	3506844:SINE:AluY	0	-	35132934	35132983	0	1	50	0	-1.29928298190173	0.0415338878969866
chr10	21546847	21546896	350740:SINE:AluSx	0	-	21546847	21546896	0	1	50	0	-2.05572501506252	0.444576685130377
chr8	37860502	37860551	3508512:SINE:AluSx	0	-	37860502	37860551	0	1	50	0	0.922560344887751	0.748866168904314
chr8	38021868	38021964	3508690:SINE:AluSx	0	-	38021868	38021964	0	1	97	0	-0.91629073171313	0.253080528361536
chr8	38264364	38264413	3508990:SINE:AluSx	0	-	38264364	38264413	0	1	50	0	4.22683374510716	6.05589565361165e-06
chr8	38932246	38932295	3509565:SINE:AluJb	0	-	38932246	38932295	0	1	50	0	-1.70474809223845	0.0174366360261183
chr8	41573616	41573665	3511407:SINE:AluJb	0	-	41573616	41573665	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	41685218	41685267	3511503:SINE:AluSx	0	-	41685218	41685267	0	1	50	0	-0.245122458032985	0.916137347581028
chr8	42754458	42754507	3512452:SINE:AluJb	0	-	42754458	42754507	0	1	50	0	0.219963889602555	0.906742376529851
chr8	42815503	42815552	3512518:SINE:AluJb	0	-	42815503	42815552	0	1	50	0	-1.79175946921869	0.105906012321233
chr8	43006434	43006483	3512705:SINE:AluSx	0	-	43006434	43006483	0	1	50	0	0.653068957661058	0.13945513016666
chr8	43021823	43021872	3512722:SINE:AluY	0	-	43021823	43021872	0	1	50	0	-1.09861228865874	0.308614648777446
chr8	47337183	47337232	3513710:SINE:AluJb	0	-	47337183	47337232	0	1	50	0	-2.0794415445652	0.263918829098781
chr8	50925794	50925843	3515743:SINE:AluSx	0	-	50925794	50925843	0	1	50	0	3.17108516121402	0.0293108283875461
chr8	54081722	54081771	3517574:SINE:AluSx	0	-	54081722	54081771	0	1	50	0	0.544727175441672	0.816091719399935
chr10	23477437	23477486	352218:SINE:AluJb	0	-	23477437	23477486	0	1	50	0	-0.693147180550579	0.435259994374782
chr8	62930522	62930571	3523011:SINE:AluSx	0	-	62930522	62930571	0	1	50	0	2.63905732961526	0.321250159329875
chr8	63882847	63882896	3523636:SINE:AluSx	0	-	63882847	63882896	0	1	50	0	-2.75080136805487	0.254434947495546
chr10	23736748	23736797	352434:SINE:AluJb	0	-	23736748	23736797	0	1	50	0	-1.20397280380619	0.198819547687435
chr8	66684949	66684998	3525318:SINE:AluSx	0	-	66684949	66684998	0	1	50	0	-20.9957322735558	0.0250739817868614
chr8	66764147	66764196	3525424:SINE:AluJb	0	-	66764147	66764196	0	1	50	0	-0.693147180550579	0.435259994374782
chr8	67960180	67960229	3526343:SINE:AluSx	0	-	67960180	67960229	0	1	50	0	0.693147181389061	0.440914528304609
chr8	68520653	68520702	3526702:SINE:AluY	0	-	68520653	68520702	0	1	50	0	-4.77912349311153	0.143761037893646
chr8	69500020	69500069	3527332:SINE:AluJb	0	-	69500020	69500069	0	1	50	0	-1.64515598664996	0.283876640511845
chr8	69906721	69906770	3527603:SINE:AluSx	0	-	69906721	69906770	0	1	50	0	-0.405465106119459	0.668656068029473
chr8	70097582	70097631	3527842:SINE:AluSx	0	-	70097582	70097631	0	1	50	0	-0.967813884899657	0.72496584858013
chr8	72299505	72299554	3529210:SINE:AluJb	0	-	72299505	72299554	0	1	50	0	0.693147180832164	0.21679803695409
chr8	77995824	77995873	3532637:SINE:AluSx	0	-	77995824	77995873	0	1	50	0	1.01160091068834	0.0934293860697044
chr8	80242074	80242123	3533957:SINE:AluSx	0	-	80242074	80242123	0	1	50	0	-0.693147180040198	0.317912392205282
chr8	82596369	82596418	3535604:SINE:AluSx	0	-	82596369	82596418	0	1	50	0	-1.69407062784661e-21	1
chr1	39758348	39758397	35408:SINE:AluSx	0	-	39758348	39758397	0	1	50	0	-0.598836500967385	0.574637691521725
chr1	39758498	39758547	35408:SINE:AluSx	0	-	39758498	39758547	0	1	50	0	-0.543615446588981	0.842288682202494
chr8	95092790	95092839	3543329:SINE:AluY	0	-	95092790	95092839	0	1	50	0	0.116570179242524	0.88538362701499
chr8	99343249	99343298	3546570:SINE:AluSx	0	-	99343249	99343298	0	1	50	0	-2.38569999970455	0.00937830931403983
chr8	100605062	100605111	3547509:SINE:AluSx	0	-	100605062	100605111	0	1	50	0	5.05624580534831	0.00134673384224571
chr8	101824759	101824858	3548555:SINE:MIRb	0	-	101824759	101824858	0	1	100	0	-1.18149994847388	0.90727498648522
chr8	104758126	104758175	3550772:SINE:AluSx	0	-	104758126	104758175	0	1	50	0	1.6250632201473	0.386301473956068
chr8	106110810	106110859	3551543:SINE:AluSx	0	-	106110810	106110859	0	1	50	0	0.916290731713129	0.115573971222339
chr8	106590415	106590464	3551884:SINE:AluSx	0	-	106590415	106590464	0	1	50	0	0.635781620163134	0.326811387175592
chr8	109437035	109437084	3553690:SINE:AluSx	0	-	109437035	109437084	0	1	50	0	0.524070849439123	0.622253157112706
chr8	117006981	117007030	3557803:SINE:AluSx	0	-	117006981	117007030	0	1	50	0	1.1786549999618	0.528592568757027
chr10	28523148	28523197	355974:SINE:AluSx	0	-	28523148	28523197	0	1	50	0	0.124052648669979	0.925194718161527
chr10	28523248	28523297	355974:SINE:AluSx	0	-	28523248	28523297	0	1	50	0	5.88610403145015	0.000295393167632052
chr10	29005944	29005993	356372:SINE:AluY	0	-	29005944	29005993	0	1	50	0	-0.223143551041991	0.741336580648655
chr8	125537649	125537698	3564524:SINE:AluSx	0	-	125537649	125537698	0	1	50	0	1.49392502148437	0.347453864938348
chr8	129595697	129595746	3567928:SINE:AluSx	0	-	129595697	129595746	0	1	50	0	-6.12686918411419	0.1228202835519
chr8	133459036	133459135	3571009:SINE:AluJb	0	-	133459036	133459135	0	1	100	0	-0.936407874033755	0.582527165244939
chr8	133698074	133698123	3571213:SINE:AluSx	0	-	133698074	133698123	0	1	50	0	0.693147180040199	0.451467542220562
chr8	134255380	134255429	3571654:SINE:AluJb	0	-	134255380	134255429	0	1	50	0	0.245122458199858	0.614530307243249
chr1	40044947	40044996	35728:SINE:AluY	0	-	40044947	40044996	0	1	50	0	-0.916290730884013	0.222795777481752
chr10	30246381	30246430	357313:SINE:AluSx	0	-	30246381	30246430	0	1	50	0	-0.405465108466885	0.738433928591043
chr8	138887489	138887538	3574837:SINE:AluSx	0	-	138887489	138887538	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	139671560	139671609	3575399:SINE:AluY	0	-	139671560	139671609	0	1	50	0	-1.09861228917849	0.409122063998827
chr8	144305109	144305158	3578154:SINE:AluSx	0	-	144305109	144305158	0	1	50	0	-1.86923478139634	0.528334619758721
chr8	144389699	144389748	3578203:SINE:AluSx	0	-	144389699	144389748	0	1	50	0	-2.41718847573305	0.00508394658727207
chr10	31048722	31048771	357929:SINE:AluSx	0	-	31048722	31048771	0	1	50	0	-0.154150677838553	0.840237898467726
chr9	2847676	2847725	3580645:SINE:AluSx	0	-	2847676	2847725	0	1	50	0	-4.40671924726425	0.151810835767463
chr9	5648122	5648171	3582411:SINE:AluSx	0	-	5648122	5648171	0	1	50	0	2.1039670734961	0.285781425806303
chr9	6865158	6865207	3583368:SINE:AluY	0	-	6865158	6865207	0	1	50	0	-1.94591014904595	0.102062133910336
chr9	8697580	8697629	3584468:SINE:AluSx	0	-	8697580	8697629	0	1	50	0	-1.09861228917849	0.409122063998827
chr10	32069203	32069252	358606:SINE:AluSx	0	-	32069203	32069252	0	1	50	0	0.916290731601937	0.108797390942156
chr9	12547133	12547182	3586390:SINE:AluSx	0	-	12547133	12547182	0	1	50	0	-2.62363285928963	0.190235300284417
chr9	16737281	16737330	3588825:SINE:AluJb	0	-	16737281	16737330	0	1	50	0	-2.07944154167047	0.0209142931538755
chr9	20210684	20210733	3591356:SINE:AluY	0	-	20210684	20210733	0	1	50	0	0.847297860386605	0.0319371107810861
chr9	22538191	22538274	3592750:SINE:AluY	0	-	22538191	22538274	0	1	84	0	0.87389517290647	0.736637922765634
chr9	25817166	25817215	3594541:SINE:AluSx	0	-	25817166	25817215	0	1	50	0	-0.635988759855465	0.693373687093653
chr9	27775158	27775207	3595809:SINE:AluSx	0	-	27775158	27775207	0	1	50	0	1.17337236387722	0.671711428262939
chr9	30307589	30307638	3597192:SINE:AluSx	0	-	30307589	30307638	0	1	50	0	1.3862943638536	0.179512887499837
chr9	33358394	33358443	3598968:SINE:AluY	0	-	33358394	33358443	0	1	50	0	-3.67376581628995	0.00758517062296049
chr10	33835344	33835393	359931:SINE:AluY	0	-	33835344	33835393	0	1	50	0	4.31748811353631	0.00495086372174469
chr10	34587319	34587368	360360:SINE:AluSx	0	-	34587319	34587368	0	1	50	0	-0.753771807939681	0.587989442863194
chr9	38810766	38810815	3603617:SINE:AluY	0	-	38810766	38810815	0	1	50	0	-0.693147180550579	0.435259994374782
chr10	34600994	34601043	360368:SINE:AluJb	0	-	34600994	34601043	0	1	50	0	0.379489621704908	0.504056138294606
chr9	39468007	39468056	3604067:SINE:AluSx	0	-	39468007	39468056	0	1	50	0	-2.3025850929853	0.0922878776567175
chr9	41807460	41807509	3605381:SINE:AluY	0	-	41807460	41807509	0	1	50	0	-1.94591014904595	0.102062133910336
chr9	69119283	69119332	3610566:SINE:AluY	0	-	69119283	69119332	0	1	50	0	3.15166707517475	0.291678234762787
chr9	70683492	70683541	3611802:SINE:AluJb	0	-	70683492	70683541	0	1	50	0	1.09861229049579	0.263570376204432
chr9	74830777	74830826	3614483:SINE:AluJb	0	-	74830777	74830826	0	1	50	0	2.9813435366696	0.0405691245597206
chr9	76121976	76122025	3615411:SINE:AluY	0	-	76121976	76122025	0	1	50	0	2.07944154167047	0.0131859328447818
chr9	76577249	76577298	3615848:SINE:AluY	0	-	76577249	76577298	0	1	50	0	-1.4516771109464	0.401806189645602
chr9	79217445	79217494	3617706:SINE:AluSx	0	-	79217445	79217494	0	1	50	0	1.0977606385812e-16	1
chr9	79815291	79815340	3618058:SINE:AluSx	0	-	79815291	79815340	0	1	50	0	-0.693147180550579	0.435259994374782
chr9	81832319	81832368	3619261:SINE:AluSx	0	-	81832319	81832368	0	1	50	0	-2.48490665633791	0.269627746671089
chr9	81850634	81850683	3619282:SINE:AluSx	0	-	81850634	81850683	0	1	50	0	1.02332922824756	0.131924037275227
chr9	84395119	84395168	3621031:SINE:AluSx	0	-	84395119	84395168	0	1	50	0	-0.96560404541466	0.726427967190539
chr9	84428860	84428909	3621071:SINE:AluSx	0	-	84428860	84428909	0	1	50	0	-1.72506809472938	0.428741138941089
chr9	86054529	86054578	3622207:SINE:AluY	0	-	86054529	86054578	0	1	50	0	2.1400661688986	0.0607473844185636
chr1	40504483	40504532	36222:SINE:AluSx	0	-	40504483	40504532	0	1	50	0	5.71373280550938	0.000406286549372914
chr9	88618808	88618857	3624211:SINE:AluSx	0	-	88618808	88618857	0	1	50	0	-1.38629436210067	0.353079968112577
chr9	92542656	92542705	3626595:SINE:AluY	0	-	92542656	92542705	0	1	50	0	-1.38629436210067	0.353079968112577
chr10	37933243	37933292	362818:SINE:AluSx	0	-	37933243	37933292	0	1	50	0	-0.693147180711603	0.436031876568612
chr10	37968337	37968386	362837:SINE:AluSx	0	-	37968337	37968386	0	1	50	0	0.371215185065087	0.894481561014389
chr9	96815482	96815531	3629774:SINE:AluY	0	-	96815482	96815531	0	1	50	0	-4.07753744390572	0.160161544325348
chr9	96889665	96889714	3629806:SINE:AluSx	0	-	96889665	96889714	0	1	50	0	0.584966511770344	0.257667429272996
chr9	97996753	97996802	3630719:SINE:AluSx	0	-	97996753	97996802	0	1	50	0	3.85014760171006	0.0109097478095295
chr9	98051043	98051092	3630779:SINE:AluSx	0	-	98051043	98051092	0	1	50	0	-0.336472236621222	0.584486657373251
chr9	98123605	98123754	3630860:SINE:AluSx	0	-	98123605	98123754	0	1	150	0	-3.27416113457959	0.0248072903025844
chr9	98123875	98123974	3630861:SINE:AluSx	0	-	98123875	98123974	0	1	100	0	-3.89541526346528	0.0610177048491176
chr9	98124117	98124216	3630862:SINE:AluSx	0	-	98124117	98124216	0	1	100	0	0.286174913161208	0.891318769200241
chr9	98124267	98124316	3630862:SINE:AluSx	0	-	98124267	98124316	0	1	50	0	0.491120552686659	0.850862904289076
chr9	108841504	108841553	3638909:SINE:AluSx	0	-	108841504	108841553	0	1	50	0	-1.60943791391813	0.318465778501574
chr9	109018952	109019001	3639030:SINE:AluJb	0	-	109018952	109019001	0	1	50	0	-1.09861228865874	0.308614648777446
chr9	109282957	109283006	3639237:SINE:AluSx	0	-	109282957	109283006	0	1	50	0	-0.405465108466886	0.738433928591041
chr9	111470428	111470477	3640855:SINE:AluY	0	-	111470428	111470477	0	1	50	0	-1.79175947120739	0.294753268402098
chr9	112513167	112513216	3641787:SINE:AluSx	0	-	112513167	112513216	0	1	50	0	2.14006616349627	0.425694221717088
chr9	112777633	112777682	3642040:SINE:AluJb	0	-	112777633	112777682	0	1	50	0	-2.19722458389011	0.325390132558222
chr9	114762541	114762590	3643933:SINE:AluY	0	-	114762541	114762590	0	1	50	0	-1.94591015150397	0.277343698328864
chr10	42753000	42753049	364549:SINE:AluJb	0	-	42753000	42753049	0	1	50	0	-4.48863637255958	0.056268599940213
chr10	42839209	42839258	364635:SINE:7SLRNA	0	-	42839209	42839258	0	1	50	0	-1.09861228917849	0.409122063998827
chr9	118095895	118095944	3646685:SINE:AluSx	0	-	118095895	118095944	0	1	50	0	-3.55534806148942	0.17656424981832
chr9	118163146	118163195	3646734:SINE:AluY	0	-	118163146	118163195	0	1	50	0	1.2593347336586	0.0525239811177199
chr9	120987944	120987993	3649122:SINE:AluSx	0	-	120987944	120987993	0	1	50	0	-5.19747332557846e-10	1
chr9	125686973	125687022	3653221:SINE:AluSx	0	-	125686973	125687022	0	1	50	0	-2.29400134930277	0.0167569414220871
chr9	125892075	125892124	3653399:SINE:AluSx	0	-	125892075	125892124	0	1	50	0	1.09861228866811	0.0475119447979848
