kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000186432	-2.0102986875219	-3.49078029891403	-1.3555640598674	-1.8362898514517	-1.94316814184122	-1.26631695211778	0	0	0	0	0	0	-1.93898374001611	-2.27991217994809	-2.65134157226433	-0.996150817434464	-1.88485779542686	-0.859335799174813	-3.38019781749287	-2.13479280903632	-1.275569709005	-0.917374453126362	-1.5220050777102	-0.846033366979347	0	0	0	0	0	0
ENSG00000186468	0	0	0	0	0	0	-3.79212470965639	-2.09183735742871	-2.77822947408237	-4.17933218470715	-2.13595097537453	0	-2.38184387988621	-2.10034318548412	0	0	0	-3.17501518702433	-3.79443892124709	0	0	0	-4.22265247324121	0	0	0	0	0	-2.89796090620598	0
ENSG00000186517	0	-1.72838888437517	0	0	-1.76030451890749	0	-5.15253388825227	0	0	0	0	0	-1.58530152320118	-1.6327756941347	-2.53239195692999	-3.8594698673913	-1.68922168881445	-3.09424858755205	-1.11367548429706	-1.99607862430946	0	0	-2.45159184935977	0	0	-2.17976611027848	0	0	-2.12792554301068	0
ENSG00000186566	0	-1.24811068184943	0	0	-0.85255914513536	0	-1.51065200317443	-0.778870527305987	0	-1.72717650890703	-0.477730796805541	-5.43601896977448	-3.36887822530021	-1.69954384832422	-1.81906335822203	-2.08769630650606	-0.662167553197858	-3.18045959120951	-1.70180884993048	-1.26423982651214	0	0	-1.84983903097736	0	0	0	0	0	0	0
ENSG00000186575	0	-2.61499831064611	0	-2.10705519078655	-1.76336782251394	0	0	-3.57698552512963	0	0	0	0	0	0	0	0	-1.47849611877411	0	0	-2.89015954978651	0	-3.96502956190652	-1.63973219847162	0	0	-3.05732831239506	0	0	0	0
ENSG00000186591	0	0	0	0	-1.68935953326128	0	-4.45235499762302	0	-1.72535503766291	-1.82316328518944	0	-3.52427893553009	-2.87682752007262	-1.71584032423205	-1.4244516877092	-1.33145743255154	0	-0.790369215977322	-3.20367521251823	0	-1.96965225739439	-2.05871812703793	-2.2661270832325	-3.95546587984553	0	0	0	0	0	0
ENSG00000186635	-1.37745464660801	-1.326263668187	-3.4099695756465	-1.5831110896418	-1.25407996207369	0	0	0	0	0	0	0	-1.0583118047363	-1.78431286972784	-1.44813042042775	-1.2562148944666	-0.853958775108074	-2.15266014487778	-2.08386434748868	-2.21277609312276	-2.40315814360805	-1.12030543353291	-0.912240145186831	-2.86398274786283	-1.05896088747405	-1.5910528322217	-1.61368297335053	-0.880461896657748	-1.73356021673755	-1.77592586637748
ENSG00000186660	0	0	0	0	0	0	0	0	0	0	0	0	-2.60191254418774	-1.56077355678352	0	-2.19202201532232	-2.72721457597748	-2.25491524748101	0	-0.991938276046916	0	-2.5391625903162	-1.55953933848745	-3.90659569075854	-2.09897663808246	-1.13044737393574	-2.00551246985185	-1.64436677667695	-1.29532811262994	-1.92210770418764
ENSG00000186716	-1.91828076321371	-1.61481355143537	-1.28125242932924	-0.833438578227395	-1.0170429896998	-0.94897543177344	0	-4.87990277399349	0	0	-1.2625124240028	0	0	0	0	0	0	0	-2.47176341746217	-1.37053267719339	0	0	-0.968416625298779	-2.29244699396528	0	0	0	0	0	0
ENSG00000186815	0	0	-1.75049528559613	-1.26941115643546	-1.41645073117884	-2.11169140199165	-3.66983375808348	-1.28824940534949	-3.50062689561606	0	0	-1.97339509672016	0	0	-2.01239266417003	0	-3.18114195140203	0	-6.76520267727861	0	0	0	0	0	-1.27828383978608	-1.02576993783396	-0.744123244776469	-1.03400308953028	-1.13992180350372	-0.451180872316552
ENSG00000186908	-3.53662509185389	0	0	-1.69086959603913	-2.79500810787667	0	-3.90484415541271	0	-3.16363228153509	-2.32638758005145	0	0	0	0	-2.06531277506302	0	0	0	-2.77188757568613	0	-1.23785474277314	0	0	0	-1.6939610032916	-1.98596018556745	-2.20463293212195	-2.05032485998658	-6.68763818786896	0
ENSG00000187097	-0.44294842094135	-0.529030838546054	-0.677904044502109	-0.46154027808311	-0.694426150283014	-0.367394944281712	0	0	0	0	0	0	0	0	0	-2.24420811635769	-2.68471815359063	-2.49346171512692	-1.22459736369787	-0.772016756774582	-0.701946625358454	-0.324171979100693	-0.146017125292911	-0.425013704196856	-1.34695265400309	-1.58017251266443	-1.44907539304441	-1.05596822979909	-2.14506160939781	-1.3626997734018
ENSG00000187109	0	0	0	0	0	0	-2.07610235797636	-2.27693481466597	-2.55215373700728	-1.63947086554632	-1.64368634462478	-2.86828676031293	-1.10026580659829	-1.76407714862984	-1.10233504659539	-1.88184987668931	-1.38206589912256	-1.55430196719284	-1.69553561959876	0	0	0	0	0	0	0	-5.48616729520084	-3.47161705781836	-1.05811555000852	0
ENSG00000187210	-0.924394386555325	-2.98346825080496	-0.883475644504046	-2.03542250345101	-1.77093820397428	-1.18584344715988	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.36118734876615	0	0	0	0	0	0	0	0	0	0
ENSG00000187231	-0.559112353674865	-1.07557607411344	-0.471692591357402	-0.707716461360546	-0.993320075236678	-0.71445358387966	-1.94935848531886	0	0	-2.75448933626802	-2.01425545649247	-1.00351564416524	-1.32071266871055	-1.21692408609991	-0.949051865750587	-1.51506380224825	-1.76167590743685	-1.03089149949249	-1.29314497167197	0	-0.976621441551611	0	-2.39480473638749	0	0	-4.27124247799867	-4.12797412715509	0	0	0
ENSG00000187239	-1.60928627639509	-1.16351972132071	-1.85263042822435	-1.27242298593158	-1.18666115469926	-1.95321603345182	-1.50169853746615	-0.887441903340455	-1.76373571884889	-1.64669684590134	-1.25606936810091	-4.40596548411785	-0.800076656843477	-0.277059619441771	-1.08129481309488	-0.863037506485865	0	-1.02006838592412	-1.35253016449181	-2.6219659649688	0	0	-1.61822823098339	0	0	-2.25972287383165	0	0	0	0
ENSG00000187257	0	0	0	-3.79786193773373	0	-4.19615798682398	0	0	0	0	0	0	0	0	0	0	0	0	-2.60715656228285	0	0	-5.0091137834571	0	0	0	0	0	0	0	0
ENSG00000187514	0	0	0	0	0	0	-5.63183486655075	0	0	-2.52249252943667	-1.83058127947871	-3.76598401665534	-1.47922439274315	-3.08019613497426	-2.40094272124629	-1.33300592206471	-1.63917887059063	-1.62432968501515	0	-2.86928975140098	0	-1.6662183761758	-1.65254719915688	-1.71522510676202	0	-3.01745392412339	0	-2.7458804201084	-1.40871042390541	0
ENSG00000187555	0	0	-2.98547027679838	0	-2.63047885128686	-3.03862518732083	0	0	0	0	-0.669965095539646	0	-2.90504703937511	-1.95045805034378	-0.849590921689805	0	0	-1.46837329167527	-1.88105959272164	0	0	0	0	0	0	0	-3.96041866498756	0	0	0
ENSG00000187605	-2.22410695077122	-1.24668025529338	-1.18774869835479	-1.26781801987377	-1.58984830083494	-1.04975179343175	-1.03400308953028	0	-1.099772796034	-0.956063245610588	-2.19202201532232	-0.940707358221701	-1.41162745781819	-2.00264858128113	-1.35370561244763	-1.26131004931908	-1.74383302698865	-1.07760621907451	-2.22423546264411	-2.36234343103261	-1.72288058829653	0	0	0	0	0	0	-3.61324610920163	0	0
ENSG00000187735	-1.09906654614622	-1.67896163013629	-0.966397991723238	-0.937901354514616	-1.11637161661465	-0.740021129621949	0	0	0	-1.95626231681558	-3.50090292499793	-1.19491614113122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187741	0	0	0	0	0	0	0	0	0	0	0	-2.76848451664191	-1.4343007298703	0	-2.17745705640828	-1.00440595566749	-3.26415864177218	-1.07268711907971	-2.30362378695938	-1.63843929774749	-0.863233889281359	-1.37870760745899	-1.76767667526756	-1.22975472934449	-3.86442649449994	-2.87198252605248	0	-2.15524075762723	0	-3.14968036477714
ENSG00000187742	0	-3.15757079277297	0	-2.4718420531968	-1.24231533923437	-2.41683658723343	0	0	0	-2.34988497212601	0	-2.72815057333049	0	0	-1.93006273352879	0	-1.14675791444373	-2.38003685115828	0	0	0	0	0	0	-3.195311785409	-2.90250141272095	-2.05967396953223	0	-2.43180256102255	-6.60064726393221
ENSG00000187790	0	0	0	0	0	0	0	0	0	0	-3.35207372683642	0	0	0	0	-2.59159038989742	0	-2.65879938575436	0	0	0	-2.95446182635536	0	0	0	0	0	0	0	0
ENSG00000188092	0	0	0	0	-6.78199497184222	-2.1863098816423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.44783813044698	-2.4751429714446
ENSG00000188234	-2.89694259659629	0	0	0	-2.39992995578827	0	-2.76565692621691	-2.43558278397648	-1.99131551180224	-4.0833905129553	0	-3.07240703447647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19275741199471	-1.41380715997922	0
ENSG00000188342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188529	0	0	0	0	0	0	-1.62959904748603	-3.40952359195817	-2.96347260011389	-1.42575773771255	-2.48880385495585	0	-1.16726572602395	0	-1.13442252485576	-2.14398158542999	-0.962100933567058	-3.21490374148672	-0.466139816793482	-1.29265889387828	0	0	-0.823058991295418	-2.10615753278457	0	0	0	0	-1.18653167110422	0
ENSG00000188559	0	0	0	0	0	0	0	0	0	-3.39490947690159	0	0	-2.16873327297356	-2.42235370905355	-2.66880495480178	0	0	0	-1.19077367574266	-1.19780374510267	-1.41232238849406	0	0	0	-1.22642871816327	-1.2898269608417	-1.57371405040457	-4.13030352240863	-0.903339657045786	-2.1769783727119
ENSG00000188610	0	0	0	0	0	0	0	-2.59453328004812	0	0	-1.16867817198773	0	0	0	-1.93158588053737	-2.68045819605923	0	-1.8833168921612	0	0	0	0	0	0	0	0	0	0	0	-1.6744444415536
ENSG00000188612	0	-2.56229015066232	0	0	0	0	0	0	0	0	0	0	-2.20587056642029	-1.64920417385493	0	-1.35975743615092	-2.32766236966162	0	-2.29516327213817	0	0	-1.4745225880697	-1.17899898412577	0	0	-1.379341730139	0	-1.32646791733075	-0.505886292861065	0
ENSG00000188626	0	0	0	0	0	0	0	0	0	0	-1.65831311756395	0	-2.78671714219638	0	-3.78771879763645	0	-1.60042293835518	0	0	-2.2178799854081	0	0	0	0	-1.19116662892523	-0.298681818352554	-1.18560302767865	-1.81946600426655	-1.86190284682456	-1.96976926900921
ENSG00000188647	0	-1.71553999883382	0	0	0	0	-4.71290781346862	-2.94917115997192	0	0	0	-2.57980575513863	-2.5318133067022	0	-2.48939215550007	0	0	0	0	0	0	0	-1.12163743291115	0	-1.44402396006014	-3.7791263256863	-2.17260806979661	0	-2.66733955652023	0
ENSG00000188677	-4.34396115645877	-1.47377657867734	-2.29480942048616	-2.16179103967986	-1.52539725805791	-1.28038233273581	0	0	-3.07253655183342	0	-1.38621403442754	0	0	-1.93884572625641	0	-2.80583747651896	-0.832611062878147	0	0	-2.36847999285489	0	0	0	0	0	0	0	0	0	0
ENSG00000188846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188895	0	0	0	0	0	0	-3.89530556660408	0	0	-5.02561579313062	-2.75082218266125	-2.65937561168212	0	0	0	-2.06864679604038	0	0	0	0	0	-1.72431849364269	-5.20402681154259	-2.75735437105979	0	0	-3.46652198941757	-3.37344935959203	0	-2.44944096382664
ENSG00000188994	-2.09176258320384	-2.74476370349879	-1.20509521689876	-1.92125824370521	0	-2.09892782466248	-2.68937594350378	0	-1.94202991452133	-1.84110046645298	-2.08022745711491	-1.54157437551491	0	0	0	0	0	0	0	0	0	0	0	0	-2.34206039871688	-4.35168362843867	-2.11513604068128	-2.00807120587328	0	0
ENSG00000189079	-1.30308871401607	-3.63906583624587	-3.43349768782722	-2.15330431971997	0	-2.59637761353639	-1.1950974255825	-1.96146209631196	-0.905398818622054	-1.74788855488802	-7.08404432914975	0	-2.35649323553173	0	-2.52976628973596	-3.25255746087772	0	0	-2.10206295664177	-2.97509636049149	-1.2620273835237	0	0	0	-1.09382151488578	-2.6169037858783	-1.32258703456874	-2.01314757069612	0	-1.43849017823185
ENSG00000189091	-1.95587298281844	-4.39038977061594	-1.25354166599406	-1.77519997800594	0	-1.2745091637588	-3.95066006117886	0	-1.68658261333359	0	0	-2.08486033419092	-0.674057536354281	-0.85254288116388	-0.670555577696271	-0.347100698528644	-0.681615995551092	-0.533521246068394	-1.48703862597364	-3.06697058845136	-0.85749041041828	-1.30660209632497	0	-1.06990665566279	0	0	0	0	0	0
ENSG00000189180	-1.24449965079109	-5.3019366304352	-1.65257406377977	-1.28897993555238	0	-1.35966670021984	-1.88776336426348	0	-2.04276068038901	-2.80992702630368	0	-3.12997702180979	0	0	0	0	0	0	0	0	0	0	0	0	-1.94088797599893	-2.74817370991894	0	0	0	-4.02945056187447
ENSG00000189308	-3.99010192722015	-2.11215070556097	0	-3.02565876369233	0	0	0	-1.82857164791042	0	0	-2.22110744324451	0	0	-2.58558579887478	0	0	0	0	-2.90810958586154	0	0	0	0	0	0	-1.71129856283217	-2.8262450816607	0	-2.05792341745074	0
ENSG00000189319	-1.56597302255461	-1.31715191879813	-1.31501786282741	-0.649790455144071	-0.855297661442989	-0.853304837417103	-1.69499018291075	-2.48892078518533	-3.47965477211632	-1.33374966334903	0	-2.89912868529613	-2.52331023159062	0	-3.66895850964971	0	0	0	0	0	0	0	0	0	0	0	0	-3.13609031763241	0	-2.9503182990603
ENSG00000189376	-1.68560511293415	-2.13405516861711	-1.21736658222178	-2.61260256818585	0	-1.35204386796595	-1.24785060679285	-2.74919600134286	-0.847435965472721	0	0	-1.58017251266443	-2.48605495440523	-1.67982387199979	0	-1.21149927272166	0	-0.837240588284551	0	-0.657572584292825	-1.12382197235435	-1.18647166909282	0	-1.35147040121536	0	0	-1.95168828302259	0	0	0
ENSG00000189403	0	-3.70934934492406	0	-4.7371830443303	-2.01494609187496	0	0	-2.68958564688054	0	-0.880235208020176	-0.746944183094695	-0.75710328345514	0	0	0	0	-1.63294517029926	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196083	-2.36698060966087	-2.1546584612243	-1.90423950470718	0	0	0	0	0	0	0	0	0	0	0	0	-2.97250139638301	0	0	0	-1.79532886868497	0	0	0	0	-2.00118227201575	0	0	-3.8901117842249	-1.32170282545692	0
ENSG00000196116	-1.40230643911726	0	-1.15175579202994	0	-1.97558098201893	-1.68920430193293	0	0	-3.89085076226534	-1.04695755277096	0	-3.4276903247388	0	0	0	0	0	0	0	0	0	0	0	0	-1.69973229219989	0	-0.818840380045879	-2.60175741414862	0	-1.99435558535383
ENSG00000196187	-0.501515152494617	-1.56221654714444	-0.568849061450401	-1.37531312590891	-1.93535280837908	-1.06731427958429	0	0	0	0	0	0	-1.26683748048059	-1.59778446936807	-1.24422807926414	-1.65414979705029	-1.6498052277555	-1.63928286482584	-1.29460770734953	0	0	-2.05628953409225	0	0	-2.63703657537409	0	-3.42517506059473	-1.62492724066433	-4.51210106157431	-2.80189477334611
ENSG00000196199	0	-2.216230102951	0	-7.32319059829513	-1.6210990413896	0	-2.33951684132584	-0.830666813085536	-2.25435996321238	-2.23884360771034	-1.71079242573815	-1.67651799548363	0	0	0	0	-2.64705570848705	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196233	-1.51684991888361	-0.873262253550483	-1.7985514290173	-1.28574859659471	-1.29230826469468	-1.99337666544524	-1.36789069437006	-0.953743384002923	-3.11253169986772	0	-1.04694543622287	0	-2.80216264895565	0	-1.78173124851963	0	-4.23570456967485	0	0	-0.774499998738228	0	0	0	0	-0.80691780638729	-0.289970409046415	-1.37085208587759	-1.88136820953629	0	0
ENSG00000196305	0	0	0	-2.51615287308397	0	-2.74920868560868	-2.52250655216268	0	-1.67929382180101	-2.22272832526056	0	-2.18348691201449	-0.959417845830032	0	-1.12790567868501	-1.05612151884883	-3.28351939150438	-0.899457694068715	0	0	-4.71641423915794	-3.88867427247229	0	-3.91821324248004	-2.92172741633686	-2.4569030396118	-2.76724870967434	-1.69039818454064	0	-3.0604623694587
ENSG00000196323	-1.72009527881108	-2.48619117405474	-4.96224470695095	-1.79088980376974	-2.23759119223935	0	0	0	0	0	0	0	0	0	0	0	-3.93736031946736	0	-2.75396014755575	0	0	-3.24355203242579	0	0	-1.65918093811567	-1.72782136366909	-2.37123779213473	-1.46004999534766	-1.86792241489415	-2.12660556101855
ENSG00000196365	0	0	0	0	0	0	0	0	0	-2.95792872456409	0	-1.28131404462881	0	0	-3.3851127415777	0	0	0	0	0	0	-2.20225654976766	0	0	0	0	0	0	0	0
ENSG00000196367	0	0	0	0	0	0	0	0	0	-3.26756888309954	-1.51479636083728	-2.21277609312276	-1.27160341846059	-0.68088489440362	-1.54953680394493	-0.601341981780991	-0.385037368398231	-0.697122816761596	-0.53701633703902	-0.128717463065347	-0.122759639986179	0.20721215856169	0.15857587647717	0.148052599999903	0	0	0	-1.54637422294797	-1.03669630785417	0
ENSG00000196369	-3.5801774830517	-1.80157736990666	0	-1.85663418273019	-3.34659837451107	-2.30884885595185	-3.63918375084241	0	0	0	0	0	0	0	0	0	0	0	-5.17713037196547	-2.472186347699	-4.62602281432026	0	0	0	-0.661952934404703	-0.684516597927341	-0.714075850007427	-1.06090025681796	-1.27770883605957	-0.90355716539488
ENSG00000196396	-1.85065197765626	-1.29014168803102	-1.5427700185511	-1.14517111065226	-1.55162155314459	-1.59111523900336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.26156986398333	-2.09968785479388	0	-4.09359271733945	0
ENSG00000196405	0	-3.00859543998706	-3.97879709186022	-2.00184077201889	-1.8172072743459	0	-2.10379513383397	0	-2.8509721491077	-1.91582993066959	-1.13947254213551	-1.73753239500303	0	0	0	0	0	0	-1.92145801876405	0	0	0	-4.56167275722556	-2.42031298424727	0	0	0	-1.70721979830113	-1.27506182030311	-2.02775828459007
ENSG00000196419	0	0	0	0	-1.92597308482371	-2.73735260556676	-1.90924804954323	0	-2.64897321309243	-2.39478489560438	-2.0043985791786	0	-1.17306524988084	0	-1.30136290559237	-0.75651401252896	0	-1.87517553360118	0	-2.32084611117985	0	-1.24432324785178	-2.01572391240711	-1.77267055106326	0	0	0	0	0	0
ENSG00000196504	0	0	0	0	0	0	-1.26731712605093	-1.06359842142676	-1.71988213867023	-1.31468908688491	-1.44956952190343	-1.57643857723222	0	-1.18265184636877	-2.37412041003686	-4.62573931639882	-1.93786445853149	-4.20260538162738	-2.87053471821869	-2.14881747592664	0	0	-5.11389227991343	0	0	-4.67878063918978	0	0	-2.43504970394186	0
ENSG00000196505	0	0	0	0	0	0	-2.02924288022434	0	-1.1721875268223	-1.7852181234158	-1.69435642064266	-2.12286480662417	-1.48320568937812	-1.69649174092725	-1.78557139249818	-3.07635625513607	0	-3.62842468846827	0	0	0	0	0	0	-1.12778089992944	-1.19702033489422	-1.69686181286275	-1.24513624460174	0	-1.54573790224351
ENSG00000196510	-2.56487463356192	0	-3.64791147173456	-1.68923855259494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196531	0	0	0	0	0	0	0	0	0	0	-5.41694126418349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196535	0	-2.1260337676051	0	0	-1.09020741578097	0	0	-2.25981063013948	0	0	-1.85282422400029	0	0	-4.76012383609106	0	0	-1.10236909683491	0	-3.86842693072445	0	0	0	-1.36050334168715	0	0	-1.47476450605006	0	-6.21168928587727	-1.22144277992432	0
ENSG00000196550	0	0	0	0	0	0	0	-4.98882209405358	0	0	-1.0434600865253	-5.29349949004003	-3.67686576460993	0	-1.72796632670437	-2.14201586174487	0	-3.39494661092222	0	0	0	0	0	0	0	0	0	0	0	-2.08124125068441
ENSG00000196591	0	0	0	0	0	0	-2.15989918980427	-2.14476269658414	-1.3615138222875	-1.25682572626318	-1.41859380194994	-0.727459830737522	-1.04790132014856	-1.0067764212999	-0.736707670348436	-1.00899337915387	-0.734633621040681	-0.519675595497647	0	0	0	0	0	-4.75510437754737	0	-1.56448770809814	-1.55934444583982	0	0	-1.90692473550992
ENSG00000196663	-2.02839751711264	-2.24446585800344	-1.7159191471771	-0.955293870860244	-2.20526329706317	-1.35023064731851	0	-1.53796916332254	-3.10668847416398	0	-5.82017633710218	0	0	0	0	-3.73010864674868	-1.33994814931256	-6.27934335896589	0	-2.98434121268968	0	-4.01491584177965	0	-4.3712631212326	0	0	0	0	0	0
ENSG00000196705	-1.92297216878264	0	0	-1.45295780817169	0	0	-2.87834442962773	-2.05759718990689	0	0	0	0	0	0	0	0	0	0	0	-1.58370477087001	0	0	0	0	0	-1.93088145780739	0	0	-2.33797591876574	0
ENSG00000196712	0	0	0	0	0	0	0	-2.94447862426248	-1.88837312340949	-2.40490888949211	-2.23024611358613	-1.82420124008613	-0.383126044076961	-0.258661040690908	-0.349672415948646	-0.229752417240607	-0.658403118961982	-0.339191261452368	-1.55175196238313	-0.9618534591833	-0.407417371804097	-0.0852243676150176	-0.325310449586152	-0.288794302920285	-3.01520827490394	-2.21550603164332	-1.73278420047706	-0.985555999553084	-1.58365569905902	-1.29014787696965
ENSG00000196730	0.0390276357119093	-0.696823840851139	-0.129866298658594	-0.335856075814849	-0.657296542433969	-0.132027331378366	0	0	0	0	0	0	-0.607598411858647	-0.821080227703178	0	-0.300133229771226	0	-2.6476072387652	-1.91705313958304	-1.0649171324503	-0.350202077280297	-1.015057767133	-3.15958312170918	-0.802887532589111	0.209120960902017	-0.126673328009779	0.0994884803770568	-0.223474961878039	-0.771552443284013	-0.474720836220505
ENSG00000196776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.23516598389207	-2.73095160035141	0	0	0	-0.641603556511228	-2.00280469313743	-0.783075941591747	-0.765490916392934	-5.62638515466262	-0.802776747146095
ENSG00000196792	0	-1.94375978554286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196821	-4.82736593290085	-2.62697038693284	-3.95356220809517	0	-3.28685245248659	-4.1793831201334	-4.27708217862908	-1.6387394644168	-2.90531464599414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.36083706019964	-1.6327698073158	-1.30541571430656	-1.23983292357216	-0.985775277160842	-1.18102037246157
ENSG00000196862	0	0	-3.58869112540457	-4.39467025936747	-3.60362057449412	-2.89661795559896	0	0	0	0	0	0	0	0	0	0	0	-4.5357966245489	0	0	0	-5.19046628368002	0	0	0	0	0	0	0	0
ENSG00000196865	-0.909224599779062	-1.95591811679705	-1.31136181305194	-1.60193128021087	-1.0497848436565	-0.982355192998857	-1.46864800650545	-1.53258818317467	-1.08887955795968	-1.32546429500776	-2.0347871607904	-1.27053187400152	-1.45123371153624	-2.83518674400033	-2.59879791548289	-1.46684821192795	-2.06258980914701	-1.99521417384291	0	0	0	-2.4509035083785	0	0	-2.08792267319881	-2.81926713862309	0	0	0	0
ENSG00000196873	0	0	0	0	0	0	-0.793769620248014	-3.58575281631325	-1.3888994870258	0	0	0	0	0	-2.12788395743532	0	0	0	0	0	0	0	0	0	-0.765696277472452	-1.2402932963937	-1.72868452979347	-1.37296634674835	-1.94031997136523	-1.43627489096316
ENSG00000196911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.30112925595357	0	0	0	-0.944095963887726	-1.59594188838569	-1.35675662950814	-3.69930967586468	0	0	0	-3.99292385661288
ENSG00000196924	0	0	0	-3.19219127737363	0	0	-2.96477873107588	0	-3.73518706778766	-1.87726365419188	0	0	0	0	0	-2.30956910911627	-6.29954517158199	-4.96293926233746	0	0	0	-0.624408936179818	-1.19187016230334	-1.54143946605854	0	0	0	0	0.439341355655098	0
ENSG00000196950	-1.48613724518477	-3.52084112919841	-1.70649628456015	-1.20235544869716	-2.00461209620138	-0.781266334874059	0	0	-2.74102375192022	0	0	-2.67956018487057	0	0	0	0	0	0	-2.50482702203437	-3.52514728075313	-1.25603330177458	-2.88544910207304	0	-3.19940963164147	-4.59072249434297	0	-1.51209671018489	-1.68354256247275	0	-2.67927919953497
ENSG00000196975	0	0	0	0	-1.44191928349342	0	-1.45638393603502	-1.34926577636922	-1.41537621136463	-2.09543478932281	-2.15606570092243	-2.27564706274558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.03587836029897	0
ENSG00000197006	-1.58577016418671	-2.27696642416711	-1.1794153962762	-1.26103618718852	-2.14890980603039	-1.07579118950862	-1.32465786767066	-0.912070380540751	0	-0.892603503252394	-0.991200874444142	-0.960478863534774	-0.784043738229538	-1.48529317531724	-0.729610133611957	-0.520688591830034	-2.12614605717972	-0.38498536506396	0	0	-4.01365734303057	0	0	0	0	0	0	0	0	0
ENSG00000197020	0	0	0	0	0	0	0	0	-1.95892487727767	-2.32224154753881	0	-1.26928299341282	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.16717879792576	0	0	0	0
ENSG00000197043	-2.05792852672499	-2.63720114247137	-4.44586725861738	-3.25389070428223	0	-1.72940579096456	0	0	0	-2.99918948294249	0	-2.65587894647134	0	0	0	0	-1.8637596676139	0	-1.5283419845801	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197081	0	0	0	0	-4.11779499755338	0	0	0	0	0	0	0	-1.06987884122239	-0.673624624973922	-0.703299622904013	-0.750807508045094	-0.900450249038393	-1.20961425338013	-1.08194145080631	0	-4.65000975939828	-1.71968859223132	0	-2.08951683531778	0	0	0	-1.65723978775248	0	-2.22401240525166
ENSG00000197102	-2.17193740381749	-3.14116334385851	-2.48456067584325	-1.62378351121034	-1.12123726279858	-1.51430619521691	0	0	0	-2.30434326824222	-2.70543061865973	-2.33351187654137	-2.38796977820305	-2.77653835828989	-2.4430149880493	-1.34000908360747	-4.06434650514313	-1.88008009465157	-5.58138048353759	-0.777341639058782	-1.19479996254473	-0.648269625457669	-0.898759150213823	-0.830961499229642	-1.63741731051361	-2.225496572516	-1.34180155992516	-1.07448812499004	-1.11354805369103	-1.85721792041888
ENSG00000197111	0.0698579073205768	-0.279901653859684	0.227887690011947	0.247432784144905	-0.111844670989683	0.0136887200645095	-1.29121685301127	0	-1.29084507227752	-0.57998457656772	-2.81012555158595	-1.17438953462658	-0.807263155576177	-0.806119198793151	-0.780383989338397	-1.07115907891525	-4.57888402801069	-1.23014201594116	-0.549181518485768	-1.18560689711359	-2.21733891389117	-0.87584662624423	-1.58411753495621	-1.58832199812818	-0.0617742763811344	-0.351819134002282	-0.218765323815805	-0.282727522335336	-0.0545614186448459	-0.276294292806456
ENSG00000197142	-1.12829936385968	0	-1.20051417613673	-1.05112901052837	0	-0.858556889828014	-1.91489007208062	0	-1.40445537976949	-2.62985592646612	0	-1.37268516758361	-2.62030123059359	0	0	0	0	0	0	0	0	-2.23777020169507	0	0	0	0	0	0	0	0
ENSG00000197157	0	0	0	0	0	0	-1.79367420848739	-2.20719928169337	-1.83368905444105	-1.96508530443423	-1.54521585996803	-1.96554806609948	0	0	0	0	0	0	0	-3.49536132817564	0	0	0	0	0	0	0	0	-3.13115240772865	0
