	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
RCL1_+_4792987.23-P1P2	3	0	0	1	0
RCN1_-_32113044.23-P1P2	5	6	20	8	9
RCN1_-_32113053.23-P1P2	0	2	1	0	0
RCN1_-_32113068.23-P1P2	0	1	0	1	2
RCN1_+_32112640.23-P1P2	0	1	0	0	0
RCN1_+_32113126.23-P1P2	3	2	0	8	1
RCN2_-_77224108.23-P1P2	0	0	0	3	2
RCN2_+_77224154.23-P1P2	0	0	3	3	2
RCN3_+_50031622.23-P1P2	5	1	0	15	2
RCN3_+_50031655.23-P1P2	0	0	1	0	0
RCOR1_-_103059055.23-P1P2	0	0	0	0	1
RCOR1_-_103059425.23-P1P2	0	0	2	2	0
RCOR1_+_103058974.23-P1P2	1	0	0	0	0
RCOR1_+_103058989.23-P1P2	0	0	0	1	0
RCOR2_-_63684192.23-P1P2	0	0	0	2	0
RCOR2_+_63684234.23-P1P2	11	0	3	10	1
RCOR2_+_63684250.23-P1P2	7	0	0	0	0
RCOR2_+_63684612.23-P1P2	0	1	0	0	0
RCOR3_-_211432746.23-P1P2	0	1	0	0	0
RCOR3_-_211433071.23-P1P2	0	1	1	0	0
RCOR3_+_211432758.23-P1P2	1	0	6	0	0
RCSD1_+_167599461.23-P1P2	1	0	0	1	1
RCVRN_-_9808512.23-P1P2	0	0	0	0	2
RD3_-_211664897.23-P1P2	24	21	6	9	25
RD3_+_211665087.23-P1P2	1	0	0	0	0
RD3L_-_104408821.23-P1P2	1	0	0	0	0
RDH10_-_74206908.23-P1P2	0	0	1	0	0
RDH10_-_74207067.23-P1P2	0	0	0	1	0
RDH11_+_68162057.23-P1P2	0	0	0	2	0
RDH11_+_68162468.23-P1P2	0	0	0	0	2
RDH12_-_68189674.23-P1P2	0	0	0	1	0
RDH12_+_68189384.23-P1P2	0	0	0	0	1
RDH12_+_68189400.23-P1P2	0	0	0	2	0
RDH12_+_68189715.23-P1P2	0	0	0	1	0
RDH13_-_55574432.23-P1	0	1	0	2	2
RDH13_-_55574436.23-P1	0	0	0	0	1
RDH13_-_55574478.23-P1	0	0	0	1	0
RDH13_-_55574502.23-P1	16	26	11	27	33
RDH13_-_55580864.23-P2	0	0	0	0	1
RDH13_+_55574459.23-P1	29	2	2	44	24
RDH13_+_55580857.23-P2	61	109	161	115	132
RDH14_+_18741620.23-P1P2	0	0	0	1	0
RDH14_+_18741677.23-P1P2	0	0	0	1	0
RDH16_-_57350925.23-P1P2	4	0	0	0	0
RDH16_+_57351385.23-P1P2	13	5	9	7	16
RDH8_-_10124161.23-P1P2	14	11	14	46	38
RDH8_-_10124166.23-P1P2	0	0	0	1	1
RDH8_+_10124185.23-P1P2	0	0	1	0	1
RDM1_-_34257593.23-P1P2	0	1	0	0	0
RDM1_+_34257320.23-P1P2	0	0	0	0	1
RDM1_+_34257765.23-P1P2	0	0	0	1	0
RDX_-_110166897.23-P1P2	14	5	35	2	12
RDX_-_110167265.23-P1P2	0	0	0	3	0
RECQL_-_21654074.23-P1P2	0	0	0	0	1
RECQL_+_21654454.23-P1P2	0	0	0	0	1
RECQL_+_21654469.23-P1P2	11	0	0	20	2
RECQL4_-_145742770.23-P1P2	0	0	0	1	0
RECQL4_+_145742940.23-P1P2	1	0	0	0	0
RECQL5_+_73663039.23-P1P2	6	6	9	76	22
RECQL5_+_73663187.23-P1P2	1	0	0	0	0
RECQL5_+_73663200.23-P1P2	2	3	0	10	0
REEP1_-_86564304.23-P1P2	3	0	6	7	3
REEP1_+_86564326.23-P1P2	0	0	0	2	3
REEP1_+_86564508.23-P1P2	0	0	1	3	1
REEP1_+_86564736.23-P1P2	805	1173	1475	3338	3104
REEP2_-_137774743.23-P1P2	28	24	5	20	58
REEP2_-_137774973.23-P1P2	45	24	85	18	23
REEP3_-_65281184.23-P1P2	76	68	56	120	142
REEP3_+_65281235.23-P1P2	0	0	0	0	1
REEP5_-_112257942.23-P1P2	9	13	4	13	0
REEP5_-_112257962.23-P1P2	0	0	1	0	0
REEP5_+_112257925.23-P1P2	4	0	1	0	1
REEP6_-_1491255.23-P1P2	1	0	0	0	0
REEP6_-_1491358.23-P1P2	8	1	13	7	0
REEP6_+_1491113.23-P1P2	2	0	0	0	0
REG1A_-_79347640.23-P1P2	1	0	0	1	0
REG1A_-_79347869.23-P1P2	1	0	0	1	0
REG1A_+_79348065.23-P1P2	0	0	0	2	0
REG1B_+_79315097.23-P1P2	1	0	0	0	0
REG3A_-_79386480.23-P1P2	1	0	0	0	0
REG3G_-_79253353.23-P1P2	0	0	0	2	0
REG4_-_120354038.23-P1P2	0	0	0	1	1
REG4_+_120354042.23-P1P2	5	0	0	0	4
REG4_+_120354078.23-P1P2	0	0	1	1	0
REL_-_61108795.23-P1P2	0	0	0	1	0
RELA_-_65429910.23-P1P2	0	1	0	0	0
RELA_-_65430382.23-P1P2	0	0	0	1	1
RELA_+_65430021.23-P1P2	0	0	0	1	0
RELB_-_45505199.23-P1P2	0	0	0	1	2
RELB_+_45504764.23-P1P2	102	62	137	330	103
RELB_+_45504772.23-P1P2	0	0	0	0	1
RELB_+_45505149.23-P1P2	13	0	4	0	6
RELL1_-_37687581.23-P1P2	0	0	0	1	0
RELL1_-_37687977.23-P1P2	0	0	0	0	1
RELL1_+_37687928.23-P1P2	0	0	1	0	0
RELL2_-_141016590.23-P1P2	2	0	0	0	0
RELN_-_103629897.23-P1P2	6	13	6	41	0
RELN_-_103629983.23-P1P2	102	224	208	1198	916
RELN_+_103630074.23-P1P2	0	1	0	1	0
RELT_+_73087498.23-P1P2	195	137	180	430	173
RELT_+_73087628.23-P1P2	7	7	80	6	105
REM1_-_30063531.23-P1P2	28	6	1	118	70
REM2_-_23352461.23-P1P2	2	1	0	6	1
REM2_-_23352529.23-P1P2	0	0	0	1	0
REM2_-_23352605.23-P1P2	23	29	13	49	26
REN_-_204135438.23-P1P2	0	0	0	2	0
RENBP_+_153210023.23-P1P2	0	0	1	3	0
RENBP_+_153210027.23-P1P2	0	0	0	1	0
RENBP_+_153210051.23-P1P2	0	0	0	0	1
REP15_+_27849400.23-P1P2	1	0	3	0	1
REP15_+_27849849.23-P1P2	0	0	0	0	1
REPIN1_-_150065974.23-P1P2	0	0	0	1	0
REPIN1_-_150066160.23-P1P2	7	8	0	7	7
REPIN1_-_150066335.23-P1P2	2	0	1	2	1
REPIN1_+_150065979.23-P1P2	24	11	8	17	19
REPS1_-_139308979.23-P1P2	0	0	0	0	1
REPS1_+_139308811.23-P1P2	0	0	0	1	0
REPS2_-_16965180.23-P1P2	1	0	0	0	0
RER1_+_2323356.23-P1P2	7	8	5	8	14
RER1_+_2323545.23-P1P2	0	0	0	0	1
RER1_+_2323677.23-P1P2	0	0	0	0	1
RERE_-_8877437.23-P1P2	48	117	157	979	464
RERE_+_8877388.23-P1P2	0	0	0	0	1
RERG_-_15374352.23-P1P2	0	0	0	0	1
RERG_+_15374311.23-P1P2	7	18	4	11	13
RERGL_+_18243036.23-P1P2	4	0	0	13	0
RERGL_+_18243099.23-P1P2	0	0	0	1	0
RESP18_-_220197397.23-P1P2	0	0	0	1	1
RESP18_+_220197036.23-P1P2	8	8	1	53	24
RESP18_+_220197057.23-P1P2	2	4	0	0	0
RESP18_+_220197071.23-P1P2	0	0	0	1	0
REST_-_57774099.23-P1	3	0	13	3	17
REST_-_57774348.23-P1	0	0	1	2	1
REST_-_57774473.23-P1	0	1	0	2	0
REST_-_57775107.23-P2	0	0	0	1	1
REST_+_57774285.23-P1	0	0	0	1	0
REST_+_57775146.23-P2	6	0	8	3	15
REST_+_57775509.23-P2	0	0	0	1	0
RET_-_43572536.23-P1	0	0	1	0	2
RET_-_43600278.23-P2	0	0	1	2	0
RET_+_43572556.23-P1	0	1	1	1	0
RET_+_43572575.23-P1	1	0	0	1	0
RET_+_43572585.23-P1	0	0	2	0	1
RET_+_43572860.23-P1	0	0	0	0	1
RET_+_43600290.23-P2	0	0	1	1	0
RETN_-_7734349.23-P1P2	0	0	1	0	0
RETN_+_7733995.23-P1P2	0	0	0	1	0
RETN_+_7734130.23-P1P2	0	0	1	3	3
RETNLB_-_108475797.23-P1P2	0	0	1	0	0
RETNLB_-_108476176.23-P1P2	2	2	1	17	23
RETNLB_-_108476276.23-P1P2	0	0	0	1	0
RETSAT_+_85581363.23-P1P2	23	19	39	6	32
RETSAT_+_85581678.23-P1P2	1	1	0	0	0
REV1_-_100106087.23-P1P2	15	41	16	53	76
REV1_+_100106405.23-P1P2	0	0	1	0	0
REV3L_-_111804372.23-P1P2	0	1	0	0	0
REV3L_+_111803955.23-P1P2	0	0	0	0	1
REV3L_+_111803979.23-P1P2	0	0	1	0	1
REV3L_+_111804114.23-P1P2	1	0	0	0	0
REV3L_+_111804354.23-P1P2	6	2	4	3	0
REXO1_-_1848047.23-P1P2	13	8	6	0	16
REXO1_-_1848051.23-P1P2	0	0	0	1	0
REXO1_-_1848318.23-P1P2	0	0	0	3	2
REXO1_-_1848417.23-P1P2	43	34	95	85	57
REXO2_-_114310137.23-P1P2	16	44	69	155	136
REXO2_+_114310243.23-P1P2	0	0	0	1	2
REXO2_+_114310638.23-P1P2	0	2	0	0	0
REXO4_-_136283104.23-P1P2	0	0	0	0	2
REXO4_+_136282665.23-P1P2	0	0	0	0	1
REXO4_+_136283101.23-P1P2	0	0	0	1	0
RFC2_-_73668361.23-P1P2	1	0	0	1	0
RFC2_+_73668509.23-P1P2	11	3	7	26	13
RFC2_+_73668516.23-P1P2	0	0	0	1	0
RFC4_-_186524029.23-P1P2	1	0	0	0	0
RFC5_-_118454946.23-P1P2	1	0	0	0	0
RFESD_-_94982517.23-P1P2	36	22	21	87	44
RFFL_-_33416281.23-P1P2	0	1	1	0	0
RFFL_+_33415820.23-P1P2	0	0	0	1	0
RFK_-_79009318.23-P1P2	20	7	3	17	0
RFK_+_79008960.23-P1P2	0	1	0	1	1
RFK_+_79009281.23-P1P2	1	0	0	1	0
RFNG_-_80009673.23-P1P2	0	1	0	0	0
RFPL1_-_29834583.23-ENST00000354373.2	1	0	0	1	0
RFPL1_+_29834837.23-ENST00000354373.2	0	0	0	1	0
RFPL2_-_32600341.23-P1P2	0	1	1	6	2
RFPL2_-_32600712.23-P1P2	0	1	0	0	0
RFPL2_+_32600374.23-P1P2	1	0	0	0	0
RFPL3_-_32750873.23-ENST00000397468.1	10	20	8	74	18
RFPL3_-_32754515.23-ENST00000382088.3	1	0	0	0	0
RFPL3_+_32750905.23-ENST00000397468.1	0	0	0	0	1
RFPL3_+_32750942.23-ENST00000397468.1	0	0	0	1	1
RFPL4A_-_56270465.23-ENST00000434937.2	0	0	0	1	0
RFPL4A_-_56270690.23-ENST00000434937.2	0	0	1	1	1
RFPL4AL1_-_56280690.23-ENST00000341750.4	26	70	22	9	32
RFPL4AL1_-_56280961.23-ENST00000341750.4	0	0	1	1	1
RFPL4B_-_112668544.23-P1P2	1	0	0	0	0
RFPL4B_-_112668566.23-P1P2	1	0	0	0	0
RFPL4B_+_112668599.23-P1P2	0	0	0	1	0
RFT1_-_53164443.23-P1P2	0	0	0	1	0
RFT1_+_53164455.23-P1P2	0	1	0	1	0
RFTN1_+_16555154.23-P1P2	87	72	162	177	69
RFTN1_+_16555157.23-P1P2	1	0	0	0	0
RFTN2_-_198540691.23-P1P2	1	0	1	0	0
RFTN2_+_198540541.23-P1P2	0	0	0	1	0
RFTN2_+_198540720.23-P1P2	11	1	0	0	6
RFWD2_-_176175896.23-P1P2	30	31	123	133	47
RFWD2_-_176176002.23-P1P2	0	0	0	1	0
RFWD2_+_176176336.23-P1P2	5	1	2	10	4
RFWD2_+_176176357.23-P1P2	1	0	0	0	0
RFWD3_-_74700349.23-P1P2	23	27	21	37	8
RFX1_+_14116904.23-P1P2	0	0	1	0	0
RFX1_+_14117083.23-P1P2	6	9	4	31	5
RFX2_-_6110427.23-P1P2	0	0	1	2	0
RFX2_-_6110515.23-P1P2	0	0	0	1	1
RFX3_-_3525596.23-P1P2	0	3	1	0	0
RFX3_-_3525599.23-P1P2	10	2	0	4	8
RFX3_-_3525994.23-P1P2	0	0	0	1	0
RFX3_+_3525614.23-P1P2	0	0	0	1	0
RFX4_-_106977141.23-P1P2	0	0	0	1	1
RFX4_-_106977250.23-P1P2	1	0	0	0	0
RFX4_+_106976859.23-P1P2	0	0	0	1	0
RFX4_+_106977135.23-P1P2	0	0	0	1	0
RFX5_-_151319513.23-P1P2	0	0	0	2	1
RFX5_+_151319328.23-P1P2	0	0	1	2	0
RFX5_+_151319354.23-P1P2	0	0	0	1	0
RFX6_-_117198429.23-P1P2	0	0	1	0	0
RFX6_+_117198859.23-P1P2	24	114	78	520	83
RFX7_+_56535915.23-P1P2	23	94	75	114	63
RFX8_-_102091049.23-P1P2	2	2	1	0	0
RFX8_-_102091133.23-P1P2	7	12	8	66	2
RFX8_+_102090805.23-P1P2	5	4	8	0	0
RFX8_+_102091098.23-P1P2	7	1	4	0	0
RFXANK_-_19303788.23-P1P2	1	0	0	0	0
RFXANK_+_19303977.23-P1P2	0	0	0	1	0
RFXANK_+_19304142.23-P1P2	0	0	0	1	0
RFXAP_-_37393795.23-P1P2	0	0	0	1	0
RFXAP_+_37393398.23-P1P2	16	33	11	40	73
RFXAP_+_37393433.23-P1P2	19	16	6	0	12
RGAG1_-_109662354.23-ENST00000465301.2	7	0	0	1	13
RGAG1_+_109662299.23-ENST00000465301.2	0	0	0	2	0
RGAG1_+_109693818.23-ENST00000540313.1	10	0	18	12	6
RGAG1_+_109693854.23-ENST00000540313.1	1	0	0	0	0
RGAG1_+_109694015.23-ENST00000540313.1	9	2	0	0	3
RGAG4_-_71351360.23-P1P2	1	1	0	1	0
RGAG4_-_71351681.23-P1P2	0	1	0	0	0
RGCC_-_42031739.23-P1P2	0	0	0	1	0
RGCC_-_42031744.23-P1P2	0	0	0	2	0
RGCC_+_42032043.23-P1P2	0	1	0	0	0
RGL1_-_183605259.23-P2	5	0	11	0	0
RGL1_-_183605673.23-P2	0	0	0	1	0
RGL1_-_183774275.23-P1	1	1	0	3	0
RGL1_-_183774315.23-P1	4	0	0	1	0
RGL1_-_183774699.23-P1	13	1	3	13	16
RGL1_+_183605294.23-P2	0	1	0	0	0
RGL1_+_183605529.23-P2	23	12	52	56	36
RGL2_-_33265030.23-P2	0	0	0	0	1
RGL2_-_33265275.23-P2	6	0	0	0	0
RGL2_-_33265452.23-P2	0	0	0	2	2
RGL2_+_33265394.23-P2	0	1	0	0	1
RGL2_+_33266295.23-P1	18	22	1	26	0
RGL2_+_33266682.23-P1	0	0	1	2	2
RGL2_+_33266691.23-P1	1	0	1	1	0
RGL3_-_11529978.23-P1P2	0	0	0	0	1
RGL3_+_11529913.23-P1P2	4	0	0	0	0
RGL3_+_11529981.23-P1P2	1	0	1	0	0
RGL4_-_24030771.23-P2	12	0	9	1	0
RGL4_-_24038646.23-P1	0	0	0	0	1
RGL4_-_24039073.23-P1	0	0	1	0	0
RGL4_+_24030368.23-P2	0	1	0	0	1
RGL4_+_24030384.23-P2	117	247	277	896	794
RGMA_-_93632021.23-P1	0	0	0	1	1
RGMA_-_93632375.23-P1	0	0	1	0	0
RGMA_+_93615948.23-P2	0	0	0	0	1
RGMA_+_93616325.23-P2	0	0	0	0	1
RGMB_-_98105697.23-P2	47	213	243	175	143
RGMB_-_98105768.23-P2	0	1	0	0	0
RGMB_-_98109403.23-P1	0	0	0	1	0
RGMB_+_98109384.23-P1	0	0	0	0	1
RGMB_+_98109413.23-P1	0	2	0	0	0
RGN_+_46937887.23-P1P2	0	0	0	0	1
RGP1_+_35749325.23-P1P2	55	38	50	17	45
RGPD1_-_87141086.23-ENST00000398193.3	0	2	0	0	0
RGPD1_+_87141295.23-ENST00000398193.3	29	9	38	69	61
RGPD2_-_88124815.23-P1P2	0	0	0	2	0
RGPD3_-_107084446.23-P1P2	8	1	13	0	26
RGPD3_+_107084831.23-P1P2	3	0	0	1	0
RGPD4_-_108443381.23-P1P2	0	0	0	1	0
RGPD4_+_108443361.23-P1P2	0	1	0	0	0
RGPD4_+_108443506.23-P1P2	0	0	1	2	1
RGPD4_+_108443817.23-P1P2	0	0	0	0	1
RGPD5_-_110552165.23-P1P2	4	1	1	5	2
RGPD6_-_111334287.23-ENST00000329516.3	9	0	20	11	7
RGPD6_+_111334475.23-ENST00000329516.3	0	0	0	1	0
RGPD6_+_111334479.23-ENST00000329516.3	158	119	190	1142	978
RGPD8_-_113191238.23-ENST00000302558.3	3	10	18	74	33
RGPD8_+_113190931.23-ENST00000302558.3	0	0	0	1	0
RGPD8_+_113190934.23-ENST00000302558.3	2	0	0	1	1
RGPD8_+_113191147.23-ENST00000302558.3	0	0	1	1	0
RGR_-_86004820.23-P1P2	0	1	0	0	0
RGS1_-_192545170.23-P1P2	0	0	0	1	0
RGS1_+_192545323.23-P1P2	1	0	0	0	0
RGS10_-_121301748.23-P1P2	0	0	1	0	0
RGS10_-_121301752.23-P1P2	20	1	5	76	15
RGS10_-_121302167.23-P1P2	1	0	1	0	1
RGS10_-_121302190.23-P1P2	79	232	246	1090	645
RGS11_-_325502.23-P1P2	8	0	6	11	8
RGS11_-_325505.23-P1P2	0	0	0	1	0
RGS11_-_325878.23-P1P2	13	0	9	2	9
RGS12_+_3295223.23-P1P2	0	1	0	0	0
RGS13_-_192605302.23-P1P2	0	1	0	0	0
RGS13_-_192605530.23-P1P2	0	0	0	0	1
RGS14_-_176784921.23-P1	0	0	1	0	0
RGS14_-_176785280.23-P1	6	11	1	17	9
RGS14_-_176798213.23-P2	0	0	0	1	3
RGS14_-_176798570.23-P2	0	0	0	1	0
RGS14_+_176785232.23-P1	1	0	0	2	0
RGS14_+_176798557.23-P2	1	0	1	1	0
RGS16_-_182573423.23-P1P2	6	0	4	0	10
RGS16_-_182573434.23-P1P2	11	0	0	0	2
RGS16_-_182573501.23-P1P2	38	13	35	66	71
RGS16_-_182573506.23-P1P2	5	0	3	40	14
RGS18_-_192127699.23-P1P2	0	0	0	0	1
RGS18_-_192127724.23-P1P2	0	2	0	0	1
RGS18_-_192127978.23-P1P2	0	0	0	1	0
RGS18_-_192128010.23-P1P2	0	0	1	1	0
RGS19_-_62711332.23-P1P2	1	0	1	1	3
RGS19_+_62710402.23-P1P2	1	0	0	0	0
RGS19_+_62710800.23-P1P2	0	0	0	5	2
RGS2_-_192778181.23-P1P2	5	0	0	11	0
RGS2_-_192778596.23-P1P2	15	45	20	64	39
RGS20_-_54793019.23-P2	0	0	0	0	1
RGS20_-_54793594.23-P1	0	0	0	1	0
RGS20_-_54793629.23-P1	2	0	0	0	0
RGS20_+_54792621.23-P2	0	0	0	1	0
RGS20_+_54793659.23-P1	30	0	2	48	12
RGS21_-_192286132.23-P1P2	0	0	0	2	0
RGS21_-_192286356.23-P1P2	0	0	1	2	0
RGS21_-_192286513.23-P1P2	0	0	0	2	0
RGS21_+_192286317.23-P1P2	0	0	0	1	1
RGS22_-_101118193.23-P1P2	0	0	0	2	0
RGS22_+_101117820.23-P1P2	0	0	0	1	0
RGS3_-_116222585.23-ENST00000350696.5	2	0	0	1	0
RGS3_+_116207023.23-ENST00000374140.2	0	0	2	2	3
RGS3_+_116207034.23-ENST00000374140.2	0	0	1	1	0
RGS3_+_116222914.23-ENST00000350696.5	3	1	2	0	0
RGS3_+_116222937.23-ENST00000350696.5	0	1	2	1	0
RGS4_-_163039163.23-P1P2	0	0	0	1	0
RGS4_+_163038777.23-P1P2	6	0	0	1	6
RGS4_+_163039182.23-P1P2	0	0	0	0	1
RGS5_-_163172323.23-P1P2	45	45	19	240	153
RGS5_+_163172499.23-P1P2	0	1	0	2	0
RGS6_-_72400294.23-P1P2	12	3	0	6	6
RGS7_-_241520064.23-P1P2	21	10	6	29	4
RGS7_-_241520294.23-P1P2	0	0	0	1	1
RGS7_+_241520468.23-P1P2	0	1	0	1	0
RGS7BP_-_63802395.23-P1P2	0	2	0	2	1
RGS7BP_-_63802560.23-P1P2	0	0	0	1	0
RGS8_-_182640681.23-P2	0	0	1	0	0
RGS8_-_182653246.23-P1	0	0	0	2	0
RGS8_-_182653285.23-P1	0	0	0	2	1
RGS8_+_182640985.23-P2	0	0	0	0	1
RGS8_+_182640989.23-P2	0	0	0	1	0
RGS9_-_63133566.23-P1P2	0	2	1	1	1
RGS9_+_63133549.23-P1P2	5	0	1	2	3
RGS9_+_63133585.23-P1P2	0	0	0	1	0
RGS9BP_-_33166319.23-P1P2	2	0	1	2	3
RGS9BP_+_33166811.23-P1P2	0	0	0	1	0
RGS9BP_+_33166825.23-P1P2	0	0	0	0	1
RGSL1_-_182419550.23-P1P2	0	0	0	2	2
RGSL1_+_182419489.23-P1P2	0	1	0	0	1
RHAG_-_49604125.23-P1P2	0	0	0	0	1
RHAG_-_49604438.23-P1P2	0	0	0	1	0
RHAG_-_49604565.23-P1P2	0	1	0	2	3
RHBDD1_-_227700790.23-P1P2	21	3	9	11	16
RHBDD1_+_227700811.23-P1P2	0	0	1	0	0
RHBDD1_+_227701048.23-P1P2	2	6	0	0	0
RHBDD2_-_75508375.23-P1P2	0	0	0	2	0
RHBDD2_-_75508406.23-P1P2	72	226	347	467	305
RHBDD2_+_75508763.23-P1P2	0	0	0	0	1
RHBDD3_-_29663486.23-P1P2	0	0	0	2	0
RHBDD3_-_29663895.23-P1P2	1	0	0	0	0
RHBDF1_+_122221.23-P1P2	2	0	0	1	0
RHBDF2_-_74497474.23-P1P2	0	1	0	2	0
RHBDF2_+_74497139.23-P1P2	0	1	0	0	0
RHBDL1_-_726031.23-P1P2	0	0	0	1	0
RHBDL1_-_726134.23-P1P2	1	0	0	0	0
RHBDL1_-_726143.23-P1P2	0	1	0	1	0
RHBDL2_+_39407238.23-P2	8	9	19	24	48
RHBDL2_+_39407420.23-P2	0	1	0	1	0
RHBDL2_+_39407438.23-P2	0	0	1	0	0
RHBDL3_-_30592888.23-P1P2	0	1	0	0	0
RHBG_-_156339043.23-P1P2	1	0	0	1	0
RHBG_+_156339044.23-P1P2	3	1	0	0	1
RHCE_+_25756583.23-P1P2	0	1	0	0	0
RHCE_+_25756609.23-P1P2	0	1	0	0	0
RHCE_+_25756664.23-P1P2	1	0	1	2	0
RHCG_-_90039595.23-P1P2	0	0	1	0	0
RHCG_-_90039757.23-P1P2	0	0	0	0	1
RHCG_+_90039442.23-P1P2	17	23	9	19	24
RHCG_+_90039766.23-P1P2	0	0	2	1	0
RHD_+_25598887.23-P1P2	0	0	0	1	0
RHD_+_25599340.23-P1P2	0	0	1	0	0
RHEB_-_151216536.23-P1P2	0	0	0	1	0
RHEB_-_151216555.23-P1P2	6	2	23	32	23
RHEB_+_151216978.23-P1P2	0	0	2	1	0
RHEB_+_151216992.23-P1P2	54	24	20	108	18
RHEBL1_-_49463632.23-P1P2	0	0	0	2	0
RHEBL1_-_49463689.23-P1P2	0	0	1	0	1
RHEBL1_-_49463701.23-P1P2	0	0	0	0	1
RHEBL1_+_49463273.23-P1P2	13	1	3	8	0
RHO_-_129247508.23-P1P2	1	0	0	0	0
RHO_+_129247548.23-P1P2	1	2	0	5	1
RHOA_-_49449352.23-P1P2	0	0	0	0	2
RHOA_-_49449372.23-P1P2	0	0	0	1	0
RHOA_-_49449413.23-P1P2	10	0	6	2	8
RHOA_+_49449366.23-P1P2	0	0	0	0	2
RHOB_-_20646899.23-P1P2	4	0	0	13	0
RHOB_+_20646920.23-P1P2	16	13	1	71	33
RHOB_+_20646923.23-P1P2	0	1	1	1	1
RHOBTB1_-_62703574.23-P1P2	0	0	0	1	1
RHOBTB1_+_62703630.23-P1P2	0	0	0	1	0
RHOBTB2_+_22857432.23-P1P2	0	1	0	0	0
RHOBTB3_-_95067164.23-P1P2	30	5	19	44	9
RHOBTB3_+_95067102.23-P1P2	0	0	0	1	0
RHOBTB3_+_95067410.23-P1P2	0	0	0	0	1
RHOBTB3_+_95067461.23-P1P2	0	1	0	0	0
RHOC_+_113249318.23-P1P2	92	233	387	359	258
RHOD_-_66824382.23-P1P2	0	0	0	1	0
RHOD_-_66824719.23-P1P2	1	0	0	0	2
RHOD_-_66824754.23-P1P2	3	4	0	0	6
RHOF_-_122231504.23-P1P2	1	0	0	0	0
RHOF_-_122231584.23-P1P2	0	3	0	1	0
RHOF_+_122231095.23-P1P2	0	0	0	1	0
RHOG_-_3862146.23-P1P2	27	13	4	198	71
RHOG_+_3861920.23-P1P2	0	0	0	1	0
RHOH_-_40198707.23-P1P2	0	1	0	0	0
RHOJ_-_63671835.23-P1P2	0	0	0	1	1
RHOJ_+_63671226.23-P1P2	0	0	0	0	1
RHOJ_+_63671229.23-P1P2	0	0	0	1	2
RHOJ_+_63671400.23-P1P2	8	0	3	9	3
RHOQ_-_46770054.23-P1P2	0	0	1	1	0
RHOT1_+_30469879.23-P1P2	7	0	0	1	1
RHOT1_+_30469886.23-P1P2	10	13	1	12	7
RHOT1_+_30469933.23-P1P2	0	0	0	1	0
RHOT1_+_30469949.23-P1P2	0	2	0	0	1
RHOT2_-_718159.23-P1P2	49	175	313	398	269
RHOT2_-_718207.23-P1P2	3	0	0	1	0
RHOT2_+_718544.23-P1P2	0	0	0	2	0
RHOU_-_228871284.23-P1P2	0	0	0	3	0
RHOU_+_228871710.23-P1P2	13	2	30	20	6
RHOV_+_41166026.23-P1P2	8	6	9	3	4
RHOV_+_41166415.23-P1P2	0	1	0	0	0
RHOXF1_-_119249746.23-P1P2	6	5	0	0	0
RHOXF1_-_119250304.23-P1P2	33	71	178	215	202
RHOXF1_-_119250307.23-P1P2	0	1	0	0	0
RHOXF1_+_119250357.23-P1P2	3	0	1	9	7
RHPN1_-_144451074.23-P1P2	0	0	0	2	0
RHPN1_+_144451061.23-P1P2	1	0	3	2	1
RHPN2_-_33555343.23-P1P2	0	1	0	0	0
RHPN2_-_33555765.23-P1P2	1	5	0	4	4
RHPN2_+_33555702.23-P1P2	0	0	0	1	0
RIBC2_-_45809617.23-P1P2	4	0	1	1	2
RIBC2_-_45810002.23-P1P2	0	0	0	0	1
RIC3_-_8190525.23-P1P2	0	0	0	0	1
RIC3_-_8190547.23-P1P2	4	0	1	0	7
RIC3_-_8190550.23-P1P2	22	5	2	3	2
RIC3_+_8190158.23-P1P2	2	0	0	0	0
RIC3_+_8190532.23-P1P2	4	0	0	0	0
RIC8A_-_207729.23-P1	0	0	0	1	0
RIC8A_-_207732.23-P1	0	0	1	0	0
RIC8A_-_208807.23-P2	36	18	2	134	24
RIC8A_-_208817.23-P2	0	6	8	7	1
RIC8A_-_208823.23-P2	0	1	0	0	1
RIC8A_-_208828.23-P2	0	0	0	2	3
RIC8A_+_208808.23-P2	5	12	0	15	6
RIC8B_+_107168521.23-P1P2	2	1	0	1	0
RIC8B_+_107168884.23-P1P2	39	32	47	12	23
RICTOR_-_39074440.23-P1P2	1	2	0	5	0
RICTOR_-_39074443.23-P1P2	0	1	0	0	0
RICTOR_+_39074244.23-P1P2	3	23	6	12	8
RIF1_-_152266490.23-P1P2	0	0	1	1	0
RIF1_+_152266417.23-P1P2	0	0	0	1	0
RIF1_+_152266651.23-P1P2	0	0	0	1	1
RIIAD1_-_151694041.23-P1	0	1	0	1	0
RIIAD1_-_151694393.23-P1	0	1	0	1	0
RIIAD1_-_151694427.23-P1	0	1	0	1	0
RIIAD1_-_151700802.23-P2	0	0	1	0	2
RIIAD1_-_151701186.23-P2	1	1	2	1	1
RIIAD1_+_151693993.23-P1	0	0	0	0	1
RILP_+_1553102.23-P1P2	10	1	3	0	5
RILPL1_-_124017786.23-P1P2	7	6	22	25	35
RILPL1_+_124018222.23-P1P2	0	1	0	1	0
RIMBP2_-_131002184.23-ENST00000261655.4	1	0	0	0	0
