GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0008144 drug binding	0.289	0.642	1.464	-1.515	-1.063	-1.063	-1.515	-0.314	1.813	1.813	-0.730
GO:0016254 preassembly of GPI anchor in ER membrane	-0.621	0.396	3.769	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	0.396	0.396
GO:0010718 positive regulation of epithelial to mesenchymal transition	0.998	0.240	-0.650	-1.089	-1.822	-0.373	-1.089	-0.650	2.275	0.998	0.998
GO:1901653 cellular response to peptide	-0.621	2.068	-0.223	-0.621	-0.621	-0.621	-0.621	-0.621	1.385	1.385	-0.223
GO:0045948 positive regulation of translational initiation	-0.787	0.279	2.268	-0.787	0.279	-0.324	0.609	-0.787	1.613	-0.787	-0.786
GO:0035690 cellular response to drug	-0.251	2.481	0.539	-1.361	-1.361	-0.934	-0.934	-0.405	2.934	-0.405	-0.251
GO:0019933 cAMP-mediated signaling	0.303	1.364	-0.300	-0.609	-1.201	-1.201	-0.300	-1.201	-0.300	1.876	1.365
GO:0005751 mitochondrial respiratory chain complex IV	-0.298	-0.745	1.128	-0.745	-0.745	-0.745	0.304	0.304	3.181	-0.745	0.304
GO:0005790 smooth endoplasmic reticulum	-0.520	-0.241	-0.520	-1.076	-0.520	-0.520	-1.076	-0.520	2.790	1.578	1.089
GO:0006654 phosphatidic acid biosynthetic process	-0.990	0.783	0.783	-0.990	0.285	-0.990	-1.698	-0.318	2.512	1.128	-0.573
GO:0033540 fatty acid beta-oxidation using acyl-CoA oxidase	-0.223	-0.621	1.385	-0.621	-0.621	-0.621	-0.621	0.396	-0.621	2.864	0.396
GO:0004438 phosphatidylinositol-3-phosphatase activity	-0.223	0.396	2.864	-0.621	-0.621	-0.621	-0.621	0.396	1.385	-0.621	-0.621
GO:0006851 mitochondrial calcium ion transmembrane transport	-0.434	1.282	2.471	-0.952	-0.952	-0.952	-0.952	0.200	0.821	0.200	0.200
GO:2000045 regulation of G1/S transition of mitotic cell cycle	0.434	0.434	4.006	-0.580	-0.580	-0.580	-0.580	-0.580	-0.199	0.434	-0.579
GO:0072593 reactive oxygen species metabolic process	1.332	0.614	0.940	-0.860	-1.532	-0.860	-1.532	-0.476	1.787	0.359	-0.250
GO:0015485 cholesterol binding	-1.056	0.453	0.453	-1.781	-1.056	-0.624	-0.624	-0.354	2.351	1.860	0.453
GO:0006541 glutamine metabolic process	0.566	2.865	1.521	-0.828	-0.351	-0.828	-0.828	-0.828	0.256	-0.351	-0.351
GO:0015035 protein disulfide oxidoreductase activity	-0.994	0.772	1.743	-0.994	-0.204	-0.994	-0.994	-0.204	1.743	0.426	-0.462
GO:0050707 regulation of cytokine secretion	-0.497	-0.497	0.524	-0.497	-0.497	-0.497	-0.497	-0.497	0.167	1.052	3.495
GO:0048489 synaptic vesicle transport	-0.497	0.524	1.052	-0.497	-0.497	-0.497	-0.497	-0.497	3.494	-0.497	0.167
GO:0001833 inner cell mass cell proliferation	0.167	3.494	1.052	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	-0.497	-0.497
GO:0007041 lysosomal transport	-0.497	1.052	3.494	0.524	-0.497	-0.497	-0.497	-0.497	0.167	-0.497	-0.497
GO:0035563 positive regulation of chromatin binding	0.524	0.167	3.494	-0.497	-0.497	-0.497	-0.497	-0.497	1.052	-0.497	-0.497
GO:0002040 sprouting angiogenesis	1.149	0.398	0.726	-1.035	-0.491	-0.491	-1.035	-1.035	2.914	-0.491	-0.222
GO:0019076 viral release from host cell	-0.248	-0.248	6.249	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248
GO:0010216 maintenance of DNA methylation	-0.248	6.249	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248
GO:0031461 cullin-RING ubiquitin ligase complex	-0.455	1.874	1.874	-0.455	-0.455	-0.455	-0.455	-0.455	1.148	-0.455	-0.455
GO:0043153 entrainment of circadian clock by photoperiod	-0.298	0.655	-0.298	-0.745	-0.745	-0.745	-0.745	-0.298	4.056	0.655	-0.298
GO:0031941 filamentous actin	0.836	1.241	0.264	-1.284	-0.671	-1.284	-1.284	-0.671	0.509	1.241	0.836
GO:0043113 receptor clustering	0.200	-0.434	0.821	-0.952	-0.952	-0.952	-0.952	-0.434	0.821	1.282	1.835
GO:0001947 heart looping	-1.062	-0.434	1.410	-1.604	-0.434	-0.690	-0.690	-0.690	3.710	0.346	0.785
GO:0006622 protein targeting to lysosome	-0.580	-0.199	3.052	-0.580	-0.580	-0.580	-0.580	-0.580	1.488	0.434	-0.199
GO:0071565 nBAF complex	-0.580	1.488	3.052	-0.580	-0.580	-0.199	-0.580	-0.580	0.434	-0.580	-0.199
GO:0033276 transcription factor TFTC complex	-0.580	0.434	3.052	-0.580	-0.580	-0.580	-0.580	-0.199	1.488	-0.199	-0.579
GO:1990381 ubiquitin-specific protease binding	-0.580	0.434	3.052	-0.580	-0.580	-0.580	-0.580	-0.199	1.488	-0.199	-0.579
GO:0006998 nuclear envelope organization	-0.406	1.356	1.931	-0.406	-0.911	-0.911	-0.406	-0.911	1.931	-0.406	-0.405
GO:0004602 glutathione peroxidase activity	-0.324	-0.324	1.057	-0.787	-0.787	-0.787	-0.787	1.057	1.057	1.613	-0.786
GO:0050728 negative regulation of inflammatory response	-0.364	0.967	0.736	-1.474	-1.474	-0.770	-0.770	-1.474	2.596	1.230	0.540
GO:0043491 protein kinase B signaling	-0.385	0.754	-0.385	-1.366	-1.366	-0.385	-0.733	-0.733	1.577	2.090	0.754
GO:0061028 establishment of endothelial barrier	-0.662	1.939	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	1.939	0.362	0.363
GO:0035176 social behavior	0.546	0.334	2.408	-2.029	0.334	-0.471	-2.029	-0.782	0.546	0.334	0.546
GO:0050679 positive regulation of epithelial cell proliferation	1.874	0.262	0.262	-1.817	-1.240	-0.834	-0.834	-0.834	2.286	1.167	0.262
GO:0046513 ceramide biosynthetic process	0.371	0.371	0.371	-1.076	-0.520	-0.241	-1.076	-1.076	3.505	0.684	-0.520
GO:0045638 negative regulation of myeloid cell differentiation	-0.351	0.566	2.148	-0.828	-0.828	-0.351	-0.828	-0.828	2.148	-0.351	0.257
GO:0009409 response to cold	-0.599	1.083	1.477	-1.023	-0.599	-0.599	-1.739	-1.023	1.927	0.269	0.749
GO:0048024 regulation of mRNA splicing, via spliceosome	-0.176	0.477	4.272	-0.538	-0.538	-0.538	-0.538	-0.538	0.477	-0.176	-0.538
GO:0007269 neurotransmitter secretion	-0.534	0.287	0.720	-1.361	-0.864	-1.361	-1.361	-0.316	2.687	1.017	1.017
GO:0008378 galactosyltransferase activity	0.426	2.356	0.426	-0.462	-0.994	-0.994	-0.994	-0.994	-0.204	1.213	0.427
GO:0002053 positive regulation of mesenchymal cell proliferation	1.431	-0.279	0.978	0.324	-1.159	-1.159	0.324	-1.159	0.978	0.607	-1.159
GO:0071392 cellular response to estradiol stimulus	0.359	3.499	-0.860	-0.860	-0.476	-0.860	-0.476	-0.860	0.940	-0.860	1.333
GO:0031293 membrane protein intracellular domain proteolysis	-0.662	1.939	0.762	-0.662	-0.662	-0.662	-0.662	-0.247	1.291	-0.662	0.762
GO:0051571 positive regulation of histone H3-K4 methylation	-0.247	2.695	1.939	-0.247	-0.662	-0.662	-0.662	-0.247	0.362	-0.662	-0.662
GO:0006978 DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.762	1.939	-0.662	-0.662	-0.662	-0.662	-0.662	-0.662	1.291	0.762	-0.247
GO:0008305 integrin complex	-0.300	1.364	-0.300	-0.609	-0.609	-1.201	-0.609	-1.201	1.364	-0.300	2.459
GO:0060236 regulation of mitotic spindle organization	-0.662	1.291	0.762	-0.662	-0.247	-0.662	-0.662	-0.662	1.939	0.762	-0.662
GO:0005528 FK506 binding	0.762	-0.662	1.291	-0.662	-0.247	-0.662	-0.662	-0.662	1.939	0.762	-0.662
GO:0010586 miRNA metabolic process	-0.662	0.762	1.939	-0.662	-0.662	-0.662	-0.662	-0.247	0.762	1.291	-0.662
GO:0007409 axonogenesis	0.611	-0.600	1.026	-1.484	-1.118	-0.424	-1.944	-0.828	1.277	0.611	2.555
GO:1902041 regulation of extrinsic apoptotic signaling pathway via death domain receptors	-0.272	-0.272	0.332	-0.704	-0.704	-0.704	-0.704	-0.704	1.821	2.540	0.332
GO:2001244 positive regulation of intrinsic apoptotic signaling pathway	0.216	0.216	0.716	-0.407	-1.408	-0.407	-1.408	-1.408	1.079	1.511	1.079
GO:0032479 regulation of type I interferon production	-0.704	0.706	1.206	-0.704	-0.704	-0.704	-0.704	-0.704	1.821	0.706	0.332
GO:0009165 nucleotide biosynthetic process	-0.704	1.821	2.540	-0.704	-0.704	-0.272	-0.704	-0.272	0.332	0.332	-0.704
GO:0005132 type I interferon receptor binding	-0.704	-0.704	0.332	2.540	0.332	1.821	-0.272	-0.272	-0.704	-0.704	-0.704
GO:0050919 negative chemotaxis	0.509	0.836	-0.671	-1.284	-1.284	-1.284	-0.341	-0.341	0.509	1.719	1.241
GO:0008266 poly(U) RNA binding	-0.745	1.712	1.712	-0.745	-0.745	-0.298	-0.745	-0.298	1.128	0.304	-0.745
GO:0035329 hippo signaling	-0.550	0.644	1.031	-1.118	-1.118	-1.118	-0.550	-0.550	1.502	0.347	1.503
GO:0051216 cartilage development	0.850	1.425	0.429	-0.505	-1.546	-2.177	-0.505	-1.546	0.620	1.767	0.429
GO:0032438 melanosome organization	-0.351	-0.351	0.991	-0.828	-0.828	-0.828	-0.351	-0.828	2.865	0.256	0.991
GO:0035115 embryonic forelimb morphogenesis	0.836	-0.341	2.265	-1.284	0.264	-0.671	-1.284	-1.284	0.264	0.509	0.836
GO:0003906 DNA-(apurinic or apyrimidinic site) lyase activity	-0.176	-0.176	1.602	-0.538	-0.538	-0.538	-0.538	-0.538	3.260	-0.538	-0.176
GO:0032454 histone demethylase activity (H3-K9 specific)	-0.176	-0.538	1.602	-0.538	-0.176	-0.538	-0.538	-0.538	3.260	-0.538	-0.176
GO:0036065 fucosylation	-0.538	-0.176	3.260	-0.538	-0.538	-0.538	-0.176	-0.538	1.602	-0.538	-0.176
GO:0005885 Arp2/3 protein complex	-0.176	-0.176	1.602	-0.538	-0.538	-0.538	-0.538	-0.538	3.260	-0.176	-0.538
GO:0035338 long-chain fatty-acyl-CoA biosynthetic process	0.304	0.655	3.181	-0.745	-0.745	-0.745	-0.745	-0.745	0.304	0.655	-0.298
GO:0035082 axoneme assembly	0.762	0.362	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	-0.662	2.695	0.762
GO:0046037 GMP metabolic process	-0.662	0.762	2.695	-0.662	-0.662	-0.662	-0.662	-0.662	0.762	0.362	0.363
GO:0070372 regulation of ERK1 and ERK2 cascade	-0.520	-0.241	0.684	-1.076	-1.076	-0.520	-1.076	-0.520	1.578	1.578	1.089
GO:0034504 protein localization to nucleus	0.480	0.480	1.646	-0.702	-1.325	-1.325	-0.702	-0.702	2.176	0.480	-0.362
GO:0030207 chondroitin sulfate catabolic process	-0.199	-0.580	-0.580	-0.580	-0.199	-0.580	-0.580	-0.580	0.434	2.211	2.211
GO:0043154 negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.265	0.265	1.722	-1.578	-1.116	-0.774	-2.213	-0.340	1.386	1.386	0.599
GO:0007162 negative regulation of cell adhesion	0.501	1.534	0.783	-0.990	-1.698	-1.698	-0.990	0.285	0.783	0.285	0.784
GO:0035902 response to immobilization stress	0.200	0.457	-0.434	0.457	0.457	-0.952	-0.952	-0.952	3.978	-0.434	-0.433
GO:0030330 DNA damage response, signal transduction by p53 class mediator	0.396	0.823	2.864	-0.621	-0.621	-0.621	-0.621	-0.621	0.823	-0.621	-0.223
GO:0006388 tRNA splicing, via endonucleolytic cleavage and ligation	-0.223	0.823	2.864	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	0.823	-0.621
GO:0006488 dolichol-linked oligosaccharide biosynthetic process	-0.621	2.864	0.823	-0.621	-0.621	-0.621	-0.621	-0.223	0.823	0.396	-0.621
GO:0007095 mitotic G2 DNA damage checkpoint	-0.223	0.823	2.864	-0.621	-0.621	-0.621	-0.621	-0.621	0.823	0.396	-0.621
GO:0071577 zinc II ion transmembrane transport	0.279	0.279	3.017	-0.324	-0.787	-0.787	-0.787	-0.324	1.613	-0.787	-0.324
GO:0016209 antioxidant activity	-1.076	-0.241	-0.241	-1.076	-0.520	-0.241	-1.076	0.684	3.505	-0.241	0.684
GO:0071481 cellular response to X-ray	0.187	1.148	3.760	0.187	-0.455	-0.455	-0.455	-0.455	-0.455	-0.455	-0.455
GO:0000266 mitochondrial fission	-0.787	0.279	1.613	-0.787	-0.787	-0.787	-0.787	0.279	1.057	1.613	-0.324
GO:0097718 disordered domain specific binding	0.264	2.265	1.241	-1.284	-1.284	-0.671	-0.671	-0.341	1.241	0.264	-0.670
GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	-0.320	0.283	3.681	-1.242	-0.640	-0.640	-1.242	-0.320	0.880	0.539	-0.320
GO:0090544 BAF-type complex	-0.580	0.892	3.052	-0.580	-0.580	-0.199	-0.580	-0.199	0.892	-0.580	-0.579
GO:0000815 ESCRT III complex	-0.497	0.167	0.524	-0.497	-0.497	-0.497	-0.497	-0.497	4.572	0.167	0.167
GO:0010369 chromocenter	0.167	4.572	0.524	-0.497	0.167	-0.497	-0.497	-0.497	-0.497	0.167	-0.497
GO:0048168 regulation of neuronal synaptic plasticity	0.279	0.279	2.268	-0.787	-0.787	-0.787	-0.787	-0.787	0.279	0.279	1.613
GO:0008156 negative regulation of DNA replication	-0.324	1.057	1.613	-0.787	-0.787	-0.324	-0.787	-0.787	2.268	-0.324	-0.324
GO:0008121 ubiquinol-cytochrome-c reductase activity	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	4.431	0.712	-0.372
GO:0043596 nuclear replication fork	-0.373	4.431	0.712	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	-0.372
GO:0003689 DNA clamp loader activity	-0.373	4.431	0.712	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	-0.372
GO:0070131 positive regulation of mitochondrial translation	-0.373	0.240	4.431	-0.373	-0.373	-0.373	-0.373	-0.373	0.712	-0.373	-0.372
GO:0016282 eukaryotic 43S preinitiation complex	-0.373	0.712	4.431	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	-0.372
GO:0033290 eukaryotic 48S preinitiation complex	-0.373	0.712	4.431	-0.373	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	-0.372
GO:0030032 lamellipodium assembly	0.264	0.264	1.719	-0.671	-0.671	-1.284	-1.284	-0.341	2.876	-0.341	0.264
GO:0035635 entry of bacterium into host cell	-0.497	0.167	1.730	-0.497	-0.497	-0.497	-0.497	-0.497	2.546	0.524	-0.497
GO:0001510 RNA methylation	-0.497	0.524	2.546	-0.497	-0.497	-0.497	-0.497	-0.497	1.730	0.167	-0.497
GO:0099132 ATP hydrolysis coupled cation transmembrane transport	-0.671	-0.341	2.265	-0.671	-1.284	-1.284	-0.671	0.264	1.719	0.509	0.509
GO:0002480 antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	0.313	5.439	-0.290
GO:0019064 fusion of virus membrane with host plasma membrane	-0.290	-0.290	0.313	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	5.439	-0.290
GO:0009113 purine nucleobase biosynthetic process	-0.290	5.439	0.313	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290
GO:0004691 cAMP-dependent protein kinase activity	-0.290	-0.290	-0.290	0.313	-0.290	-0.290	-0.290	-0.290	5.439	-0.290	-0.290
GO:0070273 phosphatidylinositol-4-phosphate binding	0.236	-0.378	0.930	-0.869	-0.869	-0.869	-0.869	-0.378	2.724	0.930	0.236
GO:0007172 signal complex assembly	-0.331	-0.331	3.562	-0.331	-0.331	-0.331	-0.331	-0.331	1.528	-0.331	-0.331
GO:0072711 cellular response to hydroxyurea	-0.331	3.562	1.528	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331
GO:0001094 TFIID-class transcription factor binding	-0.331	3.562	1.528	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331
GO:0048873 homeostasis of number of cells within a tissue	1.301	0.283	1.795	-1.242	-1.242	-0.640	-0.640	-0.640	-0.640	0.539	1.301
GO:0030914 STAGA complex	-0.497	-0.497	3.494	-0.497	-0.497	-0.497	-0.497	0.524	0.524	0.524	-0.497
GO:0048872 homeostasis of number of cells	-0.378	1.435	1.435	-0.869	-0.869	-0.869	-0.378	-0.869	0.527	1.435	-0.378
GO:0008047 enzyme activator activity	-1.361	0.720	2.201	-0.534	-0.534	-2.154	-0.534	0.287	0.720	1.364	-0.534
GO:0014032 neural crest cell development	-0.406	-0.406	5.053	-0.406	0.217	-0.911	-0.406	-0.911	0.217	-0.406	0.491
GO:0009725 response to hormone	-0.260	-0.434	1.789	-0.690	-1.062	-0.690	-1.604	-1.062	1.410	2.211	0.347
GO:0032418 lysosome localization	0.304	-0.298	0.304	-0.745	-0.745	-0.745	-0.298	-0.745	4.056	0.655	-0.298
GO:0007034 vacuolar transport	-0.745	-0.298	0.304	-0.298	-0.745	-0.745	-0.745	0.304	4.056	0.655	-0.298
GO:0009925 basal plasma membrane	1.301	0.539	0.880	-1.242	-1.242	-0.640	-0.640	-1.242	1.301	0.283	0.540
GO:0050999 regulation of nitric-oxide synthase activity	0.200	0.821	2.471	-0.952	-0.952	-0.952	-0.952	-0.434	0.200	0.457	0.821
GO:0000795 synaptonemal complex	-0.260	2.051	0.644	-0.550	-1.118	-1.118	-1.118	-0.550	1.031	1.031	-0.260
GO:0046856 phosphatidylinositol dephosphorylation	-0.434	0.457	3.186	-0.952	-0.952	-0.952	-0.434	0.200	1.282	-0.434	0.200
GO:0030866 cortical actin cytoskeleton organization	-0.434	-0.434	1.282	-0.434	-0.952	-0.952	-0.952	0.200	3.186	0.457	0.200
GO:0071158 positive regulation of cell cycle arrest	0.978	0.607	0.978	-1.159	-1.159	-1.159	-0.579	-0.579	1.961	0.324	-0.279
GO:0071556 integral component of lumenal side of endoplasmic reticulum membrane	-0.462	-0.462	-0.204	-0.994	-0.462	-0.994	-0.462	-0.462	1.213	3.810	0.427
GO:0004683 calmodulin-dependent protein kinase activity	-0.406	1.356	0.491	-0.911	-0.406	-0.911	-0.911	-0.911	0.873	1.931	0.217
GO:0010165 response to X-ray	0.217	1.931	0.491	-0.911	-0.911	-0.911	-0.911	-0.406	0.873	1.356	-0.405
GO:0045739 positive regulation of DNA repair	0.303	1.876	0.928	-0.609	-0.609	-1.201	-1.201	0.303	1.876	-0.609	-0.609
GO:0045333 cellular respiration	-0.462	1.213	2.356	-0.994	-0.994	-0.994	-0.462	-0.204	1.213	-0.462	-0.204
GO:0007369 gastrulation	-0.764	-0.407	3.188	-0.407	-1.408	0.716	-1.408	0.216	0.716	0.427	-0.407
GO:0030276 clathrin binding	-0.624	0.254	2.351	-1.056	-1.056	-1.056	-1.056	-0.624	0.715	1.039	1.423
GO:0002102 podosome	-0.279	0.324	0.978	-1.159	-1.159	-0.579	-1.159	-0.279	1.961	1.431	-0.279
GO:0071889 14-3-3 protein binding	-0.222	1.149	1.658	-1.035	-1.035	-0.491	-1.035	-0.491	0.398	1.658	-0.491
GO:0042288 MHC class I protein binding	-0.662	0.762	-0.247	-0.662	-0.662	-0.247	-0.662	-0.662	3.554	0.362	0.363
GO:0046847 filopodium assembly	-0.247	0.362	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	3.554	0.762	-0.247
GO:0060612 adipose tissue development	0.371	1.088	2.147	-1.076	-1.076	-0.520	-0.520	-1.076	0.684	0.684	-0.520
GO:0060325 face morphogenesis	1.184	1.184	0.793	-1.325	-0.702	-0.702	-1.325	-0.702	1.646	-0.363	0.247
GO:0097539 ciliary transition fiber	-0.414	1.256	2.976	-0.414	-0.414	-0.414	-0.414	-0.414	0.640	-0.414	-0.414
GO:0050804 modulation of synaptic transmission	-0.462	0.772	-0.462	-0.994	-0.994	-0.994	-0.462	-0.462	1.213	1.213	1.744
GO:0004708 MAP kinase kinase activity	-0.662	0.362	0.762	-0.662	-0.662	-0.662	-0.662	-0.662	1.939	1.291	0.363
GO:0060395 SMAD protein signal transduction	0.331	0.519	-0.714	-2.485	-1.092	-0.452	-1.092	0.519	1.366	1.366	1.039
GO:0070742 C2H2 zinc finger domain binding	0.823	-0.223	3.769	-0.621	-0.621	-0.621	-0.621	-0.223	-0.621	-0.223	0.396
GO:0006996 organelle organization	-0.621	0.823	-0.621	-0.621	-0.621	-0.223	-0.621	-0.223	3.769	0.396	-0.223
GO:0097067 cellular response to thyroid hormone stimulus	-0.621	0.396	0.823	-0.621	-0.621	-0.223	-0.621	-0.621	-0.621	1.385	2.069
GO:1903543 positive regulation of exosomal secretion	-0.621	-0.621	2.068	-0.621	-0.223	-0.621	-0.621	-0.621	1.385	0.823	0.396
GO:0043923 positive regulation by host of viral transcription	0.396	2.068	1.385	-0.621	-0.621	-0.621	-0.621	-0.621	0.823	-0.621	-0.223
GO:1903827 regulation of cellular protein localization	0.187	0.187	4.916	-0.455	-0.455	-0.455	0.187	-0.455	0.187	-0.455	-0.455
GO:0008250 oligosaccharyltransferase complex	0.187	0.187	0.187	-0.455	-0.455	-0.455	-0.455	-0.455	4.916	0.187	-0.455
GO:0045598 regulation of fat cell differentiation	-0.223	0.396	2.068	-0.621	-0.621	-0.621	-0.621	-0.621	1.385	0.823	-0.621
GO:0031167 rRNA methylation	-0.223	0.396	2.068	-0.621	-0.621	-0.621	-0.621	-0.621	1.385	0.823	-0.621
GO:0003995 acyl-CoA dehydrogenase activity	-0.223	0.396	0.823	-0.621	-0.621	-0.621	-0.621	-0.621	1.385	2.068	-0.621
GO:0030326 embryonic limb morphogenesis	1.550	0.233	0.397	-0.976	-0.622	-1.499	-0.622	-1.499	1.955	1.550	-0.381
GO:0008198 ferrous iron binding	-0.869	0.930	1.435	-0.869	-0.378	-0.869	-0.869	-0.378	1.435	0.930	-0.378
GO:0042641 actomyosin	-0.538	0.477	1.602	-0.538	-0.538	-0.538	-0.538	-0.538	0.967	1.602	-0.538
GO:0003954 NADH dehydrogenase activity	-0.247	0.762	1.291	-0.662	-0.662	-0.662	-0.662	-0.247	2.695	-0.247	-0.662
GO:0051928 positive regulation of calcium ion transport	-0.406	1.356	0.217	-0.911	-0.406	-0.911	-0.406	-0.911	3.336	0.217	0.217
GO:0000346 transcription export complex	-0.497	1.052	2.546	-0.497	-0.497	-0.497	-0.497	-0.497	1.052	0.167	-0.497
GO:0006878 cellular copper ion homeostasis	-0.497	2.546	1.052	-0.497	-0.497	-0.497	-0.497	-0.497	0.167	1.052	-0.497
GO:0033235 positive regulation of protein sumoylation	-0.455	-0.455	-0.455	-0.455	-0.455	-0.455	-0.455	0.187	1.874	2.747	0.187
GO:0006779 porphyrin-containing compound biosynthetic process	0.187	-0.455	2.747	-0.455	-0.455	-0.455	-0.455	-0.455	1.874	-0.455	0.187
GO:0090110 cargo loading into COPII-coated vesicle	-0.455	0.187	2.747	-0.455	-0.455	-0.455	-0.455	-0.455	1.874	0.187	-0.455
GO:0045945 positive regulation of transcription from RNA polymerase III promoter	-0.455	0.187	2.747	-0.455	-0.455	-0.455	-0.455	-0.455	1.874	0.187	-0.455
GO:0071320 cellular response to cAMP	-0.492	0.522	2.337	-0.809	-1.292	-1.292	-0.809	-0.809	1.875	0.781	0.318
GO:0004620 phospholipase activity	-0.704	-0.272	0.706	-0.272	-0.704	-0.704	-0.704	-0.704	1.206	2.540	0.332
GO:0030131 clathrin adaptor complex	-0.298	0.655	1.712	-0.745	-0.745	-0.745	-0.745	-0.745	1.128	1.128	-0.298
GO:0005623 cell	-0.475	1.253	0.770	-1.275	-1.275	-0.938	-1.706	-0.676	1.253	0.770	1.857
GO:0006402 mRNA catabolic process	-0.298	1.128	0.655	-0.745	-0.298	-0.745	-0.745	-0.745	1.128	1.712	-0.745
GO:0031491 nucleosome binding	-0.787	0.609	2.268	-0.787	-0.787	-0.787	-0.787	0.609	0.609	0.609	-0.324
GO:0006820 anion transport	-0.952	-0.434	1.282	-0.952	-0.434	-0.952	-0.434	-0.434	2.471	0.821	0.458
GO:0001782 B cell homeostasis	0.236	0.930	-0.378	-0.869	-0.869	-0.869	-0.869	0.236	1.435	2.036	-0.378
GO:0006359 regulation of transcription from RNA polymerase III promoter	-0.580	1.488	0.892	-0.580	-0.580	-0.580	-0.580	-0.580	2.211	-0.199	-0.199
GO:0032794 GTPase activating protein binding	-0.580	2.211	-0.580	-0.580	-0.580	-0.580	-0.580	-0.199	1.488	0.892	-0.199
GO:0032039 integrator complex	-0.580	1.488	0.892	-0.580	-0.580	-0.580	-0.580	-0.199	2.211	-0.199	-0.579
GO:0035198 miRNA binding	-0.580	2.211	-0.199	-0.580	-0.199	-0.580	-0.580	-0.580	0.892	1.488	-0.579
GO:0035307 positive regulation of protein dephosphorylation	-0.745	0.304	0.304	-0.745	-0.745	-0.745	-0.745	-0.298	1.128	2.399	0.656
GO:0008569 ATP-dependent microtubule motor activity, minus-end-directed	1.128	2.399	0.304	-0.745	-0.745	-0.745	-0.745	-0.745	-0.298	0.655	0.304
GO:0042307 positive regulation of protein import into nucleus	0.655	1.128	0.304	-0.745	-0.745	-0.745	-0.745	-0.745	0.304	2.399	-0.298
GO:0060999 positive regulation of dendritic spine development	0.200	0.457	2.471	-0.434	-0.952	-0.952	-0.952	-0.952	0.457	0.457	0.821
GO:0098586 cellular response to virus	-0.787	0.609	0.279	-0.324	-0.324	-0.787	-0.324	-0.787	1.057	3.017	-0.786
GO:0048666 neuron development	0.301	0.478	1.283	-0.488	-0.301	-1.150	-1.150	-2.568	1.638	0.301	0.971
GO:0043425 bHLH transcription factor binding	-1.035	1.658	0.726	-0.491	-1.035	0.726	-0.491	-1.035	-0.491	1.658	-0.222
GO:0030140 trans-Golgi network transport vesicle	-0.580	0.434	3.052	-0.580	-0.580	-0.580	-0.580	0.434	-0.199	0.892	-0.579
GO:0045332 phospholipid translocation	0.491	0.491	1.931	-0.911	-0.911	-0.911	-0.911	-0.406	1.356	0.491	-0.405
GO:0005687 U4 snRNP	-0.414	2.039	2.039	-0.414	-0.414	-0.414	-0.414	-0.414	0.640	-0.414	-0.414
GO:0000124 SAGA complex	-0.414	-0.414	2.039	-0.414	-0.414	-0.414	-0.414	-0.414	2.039	0.640	-0.414
GO:0035770 ribonucleoprotein granule	-0.414	0.640	2.039	-0.414	-0.414	-0.414	-0.414	-0.414	2.039	-0.414	-0.414
GO:0031618 nuclear pericentric heterochromatin	-0.414	2.039	0.640	-0.414	-0.414	-0.414	-0.414	-0.414	2.039	-0.414	-0.414
GO:0010575 positive regulation of vascular endothelial growth factor production	1.031	-0.260	-0.550	-1.118	-1.118	-0.260	-0.550	-1.118	1.031	1.502	1.032
GO:0034162 toll-like receptor 9 signaling pathway	-0.662	-0.247	0.362	-0.662	-0.662	-0.247	-0.662	-0.247	4.515	-0.247	0.363
GO:0001664 G-protein coupled receptor binding	0.440	-0.329	0.651	0.275	-1.210	-2.651	-0.329	-1.210	0.651	1.926	0.907
GO:0017016 Ras GTPase binding	-0.704	1.821	0.706	-0.704	-0.272	-0.704	-0.704	-0.704	1.821	-0.272	0.332
