hl60.6h.stbl.log2FoldChange	hl60.6h.stbl.pvalue	hl60.72h.stbl.log2FoldChange	hl60.72h.stbl.pvalue	hl60.120h.stbl.log2FoldChange	hl60.120h.stbl.pvalue	name
ENSG00000163938	0	NA	2.15110218766751	0.181797040948319	0	NA	GNL3
ENSG00000163939	0	NA	0	NA	0	NA	PBRM1
ENSG00000163946	0	NA	0	NA	0	NA	FAM208A
ENSG00000163956	-0.73560988275714	0.09956276372058	0.526196218268785	0.164071960844659	0.721632317588234	0.105140252216346	LRPAP1
ENSG00000163960	0	NA	0	NA	0	NA	UBXN7
ENSG00000164022	-0.469494767322959	0.364977215826715	0.897003703111695	0.200179559740213	1.25930847743106	0.0323704828236508	AIMP1
ENSG00000164024	0	NA	0	NA	0	NA	METAP1
ENSG00000164031	-1.1742946703973	0.0414623670888707	1.36923361175988	0.0990285784768027	0.414618304370576	0.418013386273155	DNAJB14
ENSG00000164048	0	NA	0	NA	0	NA	ZNF589
ENSG00000164068	0	NA	0	NA	0	NA	RNF123
ENSG00000164070	0	NA	0	NA	0	NA	HSPA4L
ENSG00000164080	0	NA	0	NA	0	NA	RAD54L2
ENSG00000164104	-0.259265308460668	0.560040478406326	0.0218310856608588	0.956880747863083	-0.202431433951384	0.647503026006976	HMGB2
ENSG00000164134	0	NA	0	NA	0	NA	NAA15
ENSG00000164144	0.118972697979895	0.776428246216102	-0.608222709070498	0.309106304593999	0.357201938837644	0.403297448014942	ARFIP1
ENSG00000164151	0	NA	0	NA	0	NA	ICE1
ENSG00000164163	0	NA	0	NA	0	NA	ABCE1
ENSG00000164190	0	NA	0	NA	0	NA	NIPBL
ENSG00000164258	-0.324663248570741	0.235617439438138	-0.240347045014834	0.46568863738858	-0.720056878554085	0.0213325286339421	NDUFS4
ENSG00000164307	0	NA	0	NA	0	NA	ERAP1
ENSG00000164327	0	NA	0	NA	0	NA	RICTOR
ENSG00000164329	0	NA	0	NA	0	NA	PAPD4
ENSG00000164347	0	NA	0.740532425616385	0.152872196899733	0	NA	GFM2
ENSG00000164414	-0.0735925276332004	0.844434292424044	-0.195170289630425	0.64386296180944	-0.47324894670003	0.231053343249944	SLC35A1
ENSG00000164430	-0.123747718218499	0.692026472840624	-0.815409734732395	0.0714859344182877	-0.363981485589888	0.26106219385715	MB21D1
ENSG00000164463	0	NA	0	NA	0	NA	CREBRF
ENSG00000164466	-0.17762984437535	0.749046737640236	-0.788684775168612	0.188528713493454	-0.719167974944525	0.29868136748005	SFXN1
ENSG00000164506	0.13708571534615	0.848077179729789	1.50386557329105	0.074400501586589	1.50311860966109	0.0399552083816512	STXBP5
ENSG00000164543	-0.0777037234243883	0.763699570834505	0.38481580348475	0.229959525579247	0.642858716286011	0.0324185381913076	STK17A
ENSG00000164548	0	NA	0	NA	0	NA	TRA2A
ENSG00000164574	0	NA	0	NA	0	NA	GALNT10
ENSG00000164597	-0.0210933657194703	0.954536968342243	-0.736974582971323	0.191126054226724	-0.324217645979584	0.39206771687434	COG5
ENSG00000164754	0	NA	0	NA	0	NA	RAD21
ENSG00000164808	0.812161248914337	0.271649499492344	-2.33677518290216	0.0103734454522558	0.3526754497414	0.620693165392318	SPIDR
ENSG00000164815	0.217129315732062	0.523685004305523	0.0594906012567058	0.885694579004912	-0.531440306301666	0.143802296849002	ORC5
ENSG00000164818	0	NA	0	NA	0	NA	DNAAF5
ENSG00000164916	0	NA	0	NA	0	NA	FOXK1
ENSG00000164919	0.702555103802819	0.320657871503761	-0.528608087088327	0.224766341399724	-4.94765182122059	0.000250771448353873	COX6C
ENSG00000164924	0	NA	0	NA	0	NA	YWHAZ
ENSG00000164933	0	NA	0	NA	0	NA	SLC25A32
ENSG00000164934	1.16177079615669	0.397784935526697	1.14800513671186	0.140210208949297	-1.48655554199618	0.285928021911976	DCAF13
ENSG00000164941	0.0721915185527032	0.7701496648015	0.062645543537983	0.830593642962715	-0.18885726053973	0.451703105358623	INTS8
ENSG00000164944	0	NA	2.0616906753042	0.0734644293052961	0	NA	KIAA1429
ENSG00000164961	0	NA	0	NA	0	NA	KIAA0196
ENSG00000164983	-0.18300725438258	0.743620936676683	-0.436574199310386	0.382633387825652	-0.518801584465323	0.364939070207347	TMEM65
ENSG00000164985	0	NA	2.40133981716123	0.267573112573955	0	NA	PSIP1
ENSG00000165006	0	NA	0	NA	0	NA	UBAP1
ENSG00000165025	0	NA	-0.0939961800549973	0.769299122044371	0	NA	SYK
ENSG00000165102	0	NA	0	NA	0	NA	HGSNAT
ENSG00000165119	-0.729944005845303	0.150329442866158	0.317948073104168	0.383179332221895	0.461686285054806	0.344270262081677	HNRNPK
ENSG00000165168	0	NA	0	NA	0	NA	CYBB
ENSG00000165185	0	NA	0	NA	0	NA	KIAA1958
ENSG00000165209	-0.582162232914125	0.234241813916745	-0.090057341340901	0.857764936271239	0.296250594329165	0.531388887221747	STRBP
ENSG00000165244	0	NA	0.817532101694718	0.0730468917612804	0	NA	ZNF367
ENSG00000165280	0	NA	1.83888882466405	0.0889020856567357	0	NA	VCP
ENSG00000165288	0	NA	0	NA	0	NA	BRWD3
ENSG00000165304	-1.49071021995621	0.0368055971707027	-0.230162268062744	0.549589964227862	-0.196229372308311	0.714737220633015	MELK
ENSG00000165359	0.235271019496663	0.551810812707214	0.131426998146397	0.696399227031561	0.432023604847334	0.286762473923925	INTS6L
ENSG00000165389	0	NA	-0.310989894452325	0.470476111927187	0	NA	SPTSSA
ENSG00000165392	0.352203529480478	0.354922857940075	0.988323849779844	0.0426212643354522	1.27766234551698	0.00715153705341344	WRN
ENSG00000165476	0.0463614908768534	0.857111531251956	-0.212588780973057	0.513769183174461	0.0198756885522998	0.938419927508984	REEP3
ENSG00000165487	-0.127269669550143	0.670187010164661	-0.909486149217431	0.0412639460824861	-0.427840677304829	0.175068941202851	MICU2
ENSG00000165494	0	NA	0	NA	0	NA	PCF11
ENSG00000165525	0.582949147395543	0.465935570822175	2.20808608987477	0.0746146287410085	0.183685584122282	0.835888488887837	NEMF
ENSG00000165632	0	NA	0.941675198280363	0.235264854232216	0	NA	TAF3
ENSG00000165650	0	NA	0.208111413244901	0.693956008507775	0	NA	PDZD8
ENSG00000165669	0.0750894678555223	0.767677324474917	0.0996648184869517	0.725065840402858	-0.0633501209673712	0.803027766231493	FAM204A
ENSG00000165671	0	NA	0	NA	0	NA	NSD1
ENSG00000165675	-0.0331907600349362	0.903223380123971	-0.285726070838816	0.409495264264589	-0.353079686928556	0.218064616188497	ENOX2
ENSG00000165731	0	NA	0	NA	0	NA	RET
ENSG00000165732	0	NA	0	NA	0	NA	DDX21
ENSG00000165733	-1.72084749863854	0.104603038941854	1.20898506228346	0.0274707691331761	0.175424137984888	0.856957974698402	BMS1
ENSG00000165819	-0.15094552854452	0.892592265765152	-0.90792652636217	0.102503194217048	1.40153423496849	0.275851606980104	METTL3
ENSG00000165934	-0.302044059462373	0.568129374266847	-0.987411040524734	0.228919676352426	-0.55771328807527	0.303416344549436	CPSF2
ENSG00000165983	0	NA	0.672901933782641	0.662984243879543	0	NA	PTER
ENSG00000166004	0	NA	1.84585707234107	0.109809980917267	0	NA	CEP295
ENSG00000166012	-0.160835997790347	0.837252602745638	1.65027612680137	0.0834256276715934	0.553476017560875	0.450858208750376	TAF1D
ENSG00000166037	-0.067102535527949	0.790785188544967	-0.13761120173448	0.647490251284588	-0.0609613377233013	0.809472487676627	CEP57
ENSG00000166164	-1.03175556340735	0.0645920172248701	0.763250381760278	0.0581671528490718	0.137195621555088	0.783643381539623	BRD7
ENSG00000166197	0	NA	0	NA	0	NA	NOLC1
ENSG00000166224	0	NA	0	NA	0	NA	SGPL1
ENSG00000166226	2.10329729213855	0.0808120542074261	-0.22199475518189	0.690088664983555	0.204030552167275	0.851562537610327	CCT2
ENSG00000166233	0	NA	0	NA	0	NA	ARIH1
ENSG00000166266	0	NA	1.10403375737217	0.190347450731209	0	NA	CUL5
ENSG00000166326	0	NA	2.91221442740378	0.34335818054126	0	NA	TRIM44
ENSG00000166377	0.3502261198844	0.412931412314415	-0.821283503947858	0.145862731987955	0.129152813904422	0.757745328327728	ATP9B
ENSG00000166439	0	NA	0	NA	0	NA	RNF169
ENSG00000166479	0	NA	-1.31463772971208	0.480042372267856	0	NA	TMX3
ENSG00000166501	1.86412369623094	0.0302050363506197	-0.013232224266982	0.97393796220799	0.913984801977629	0.159480809471705	PRKCB
ENSG00000166575	0	NA	0	NA	0	NA	TMEM135
ENSG00000166598	0.50480499442448	0.160039102443029	0.871049258111298	0.0349161360193153	0.251212100673373	0.407097416528682	HSP90B1
ENSG00000166685	0	NA	0	NA	0	NA	COG1
ENSG00000166734	0	NA	0	NA	0	NA	CASC4
ENSG00000166747	0	NA	0	NA	0	NA	AP1G1
ENSG00000166887	0	NA	0	NA	0	NA	VPS39
ENSG00000166888	0	NA	0	NA	0	NA	STAT6
ENSG00000166912	0	NA	0	NA	0	NA	MTMR10
ENSG00000166913	0	NA	0	NA	0	NA	YWHAB
ENSG00000166927	0.951653274380683	0.457676984772257	-0.132079454856742	0.941305738982731	-0.645305020194198	0.679873353702765	MS4A7
ENSG00000166938	0	NA	-2.26216016959806	0.010952327802991	0	NA	DIS3L
ENSG00000166974	0	NA	0	NA	0	NA	MAPRE2
ENSG00000166986	0.780784302912604	0.289669095891685	-1.42287937451663	0.0359754636754225	-1.81177694059064	0.0472173281911666	MARS
ENSG00000167004	0.106024546687262	0.909270371304383	0.554151910833797	0.125021235957045	1.33484744835653	0.148905641014284	PDIA3
ENSG00000167081	0.186705511804033	0.678581268335673	0.0951234686853826	0.834227303767058	-0.0416337321878997	0.916396968693447	PBX3
ENSG00000167202	0	NA	0	NA	0	NA	TBC1D2B
ENSG00000167220	-0.101153296937789	0.859881454129307	1.42721161035047	0.0196224178924619	0.827481563790772	0.181424828934651	HDHD2
ENSG00000167258	0	NA	-2.10457175610512	0.0710302389113967	0	NA	CDK12
ENSG00000167323	0	NA	0	NA	0	NA	STIM1
ENSG00000167325	-1.01233499209024	0.0310390989901896	0.0502385047259298	0.927661286179485	0.481845048911398	0.250323592207822	RRM1
ENSG00000167460	0.0303327985653417	0.953756664677199	0.601269660408266	0.26571003329669	-0.825531014168701	0.14145047317588	TPM4
ENSG00000167461	0	NA	0.0573440861232795	0.906519145007439	0	NA	RAB8A
ENSG00000167522	-0.734413239142647	0.582309605219528	0.335607710874566	0.600594396514818	-0.0530417663778929	0.963120769392652	ANKRD11
ENSG00000167526	0.900568264407517	0.198791231680791	0.875779446424928	0.13000171984027	0.283128834468394	0.619147043484591	RPL13
ENSG00000167613	0	NA	0	NA	0	NA	LAIR1
ENSG00000167615	0	NA	0	NA	0	NA	LENG8
ENSG00000167632	0.778777502742402	0.274700096041393	-0.798379679542449	0.274372301712264	-1.30877100094221	0.0969269130642188	TRAPPC9
ENSG00000167658	0	NA	0	NA	0	NA	EEF2
ENSG00000167670	-0.366998242117421	0.737984384409803	1.25870228404856	0.226566609020324	-0.201878083528916	0.840952747952078	CHAF1A
ENSG00000167895	0	NA	0	NA	0	NA	TMC8
ENSG00000167978	0	NA	0	NA	0	NA	SRRM2
ENSG00000167986	-1.10844892370144	0.187123508342217	0.781385082270377	0.193845332825801	0.285342955994358	0.718278854574364	DDB1
ENSG00000168003	0	NA	0	NA	0	NA	SLC3A2
ENSG00000168010	0	NA	0.60611075985691	0.21513282078682	0	NA	ATG16L2
ENSG00000168014	0	NA	0	NA	0	NA	C2CD3
ENSG00000168028	0	NA	1.15057370612171	0.150474657133175	0	NA	RPSA
ENSG00000168036	0	NA	0	NA	0	NA	CTNNB1
ENSG00000168066	0	NA	0	NA	0	NA	SF1
ENSG00000168092	0	NA	0	NA	0	NA	PAFAH1B2
ENSG00000168118	0.0694612061104332	0.782914232990503	-0.166743434126177	0.566552306959339	-0.937115128283907	0.00471847280681532	RAB4A
ENSG00000168172	0	NA	0	NA	0	NA	HOOK3
ENSG00000168214	-1.56879264388403	0.191986337258808	-0.161516230112623	0.835974701522151	-1.45685521332575	0.260475302484888	RBPJ
ENSG00000168216	0	NA	0	NA	0	NA	LMBRD1
ENSG00000168259	0	NA	0	NA	0	NA	DNAJC7
ENSG00000168283	0.4802734436415	0.48025337435365	-0.694572372980364	0.218538307277212	0.705632927830328	0.274023385389017	BMI1
ENSG00000168297	0.516992982862636	0.547969572307653	-0.664282226412379	0.555784588443478	-0.483646006482797	0.573533884622718	PXK
ENSG00000168385	0	NA	-0.120452431216814	0.853610397599481	0	NA	SEPT2
ENSG00000168389	0	NA	0	NA	0	NA	MFSD2A
ENSG00000168411	0	NA	0	NA	0	NA	RFWD3
ENSG00000168461	0	NA	2.51548459564691	0.00828559589778374	0	NA	RAB31
ENSG00000168522	-0.130079034238583	0.796092063457709	-1.88495784538426	0.0240565315247068	-1.28377420386595	0.0439133075626013	FNTA
ENSG00000168538	0.35298430423475	0.642282360850442	0.180318436740791	0.817114937576698	1.7066249653867	0.11171459971294	TRAPPC11
ENSG00000168575	0	NA	0	NA	0	NA	SLC20A2
ENSG00000168610	0	NA	0	NA	0	NA	STAT3
ENSG00000168615	0.199663228960791	0.445459547541219	-0.0758367159540074	0.793341928898518	-0.0747469940618119	0.771607292339909	ADAM9
ENSG00000168724	0	NA	0	NA	0	NA	DNAJC21
ENSG00000168813	0	NA	0	NA	0	NA	ZNF507
ENSG00000168818	-0.217670075971263	0.390743881480849	-0.0125670467054	0.967284754297282	-0.479526558771545	0.0801485853582965	STX18
ENSG00000168827	0.00221548547429051	0.99523537369116	0.0950462061435411	0.814876702687072	-2.21869358553723	0.00110417907068267	GFM1
ENSG00000168906	0	NA	0	NA	0	NA	MAT2A
ENSG00000168918	0	NA	-0.705949932043525	0.159748059765722	0	NA	INPP5D
ENSG00000168958	0.264793118226346	0.61182490464812	-0.144765348529162	0.744315749816201	-1.06226488012775	0.0572349590037726	MFF
ENSG00000169032	0	NA	0.257039928478052	0.656154263365749	0	NA	MAP2K1
ENSG00000169045	0	NA	0	NA	0	NA	HNRNPH1
ENSG00000169062	0.269615164081259	0.3420052614153	0.841748290967235	0.0548476339412477	-0.132727731804814	0.63256358484751	UPF3A
ENSG00000169093	0	NA	5.77090565483909	0.0126087489888276	0	NA	ASMTL
ENSG00000169118	-0.246639590587525	0.578557617658031	-1.47824022821253	0.0342558727118827	-2.16263200978626	0.0012870855291379	CSNK1G1
ENSG00000169139	0	NA	-1.22422570947135	0.0509350498995273	0	NA	UBE2V2
ENSG00000169180	0	NA	0	NA	0	NA	XPO6
ENSG00000169288	-0.19032170092437	0.755014139205768	-1.7169686597969	0.0973755286086493	-1.31254512921331	0.0559296220416919	MRPL1
ENSG00000169375	0	NA	0	NA	0	NA	SIN3A
ENSG00000169398	0	NA	2.74969539857559	0.0436835461092481	0	NA	PTK2
ENSG00000169410	0	NA	0	NA	0	NA	PTPN9
ENSG00000169499	-0.139646725719695	0.577865311699841	-0.773727107171208	0.0447241384261197	-0.171672744932371	0.496035232279911	PLEKHA2
ENSG00000169504	-0.378940011052006	0.200962157875371	0.0833043527239246	0.803594462839603	-0.382277231624759	0.197410840968554	CLIC4
ENSG00000169554	0	NA	0	NA	0	NA	ZEB2
ENSG00000169629	0	NA	0	NA	0	NA	RGPD8
ENSG00000169679	-0.90540991210615	0.126448550173947	0.430353779113783	0.464783858622222	0.280745397569269	0.608234418326129	BUB1
ENSG00000169710	0	NA	0	NA	0	NA	FASN
ENSG00000169714	0.019476722466862	0.95585309258758	-0.305276675900871	0.357193400878809	0.395941206667925	0.278625933509129	CNBP
ENSG00000169762	0	NA	0	NA	0	NA	TAPT1
ENSG00000169764	-0.284281913849537	0.321804498063017	-0.221096690754726	0.463851475454893	-0.869126470732804	0.0117920369140778	UGP2
ENSG00000169813	0	NA	0	NA	0	NA	HNRNPF
ENSG00000169826	-0.295077207936794	0.606278089931062	0.373262054671404	0.562716661993293	2.4968559335501	0.00179939614378151	CSGALNACT2
ENSG00000169905	0	NA	0	NA	0	NA	TOR1AIP2
ENSG00000170004	0	NA	0	NA	0	NA	CHD3
ENSG00000170017	0	NA	-0.0152982557680088	0.96378370141632	0	NA	ALCAM
ENSG00000170027	0	NA	-0.697554367064403	0.198363924130884	0	NA	YWHAG
ENSG00000170035	0	NA	0	NA	0	NA	UBE2E3
ENSG00000170142	0	NA	-0.962805554301873	0.0868161823894073	0	NA	UBE2E1
ENSG00000170144	0	NA	0	NA	0	NA	HNRNPA3
ENSG00000170145	0	NA	0	NA	0	NA	SIK2
ENSG00000170160	0	NA	0	NA	0	NA	CCDC144A
ENSG00000170266	0.0335466103229849	0.93765865502798	-0.412799355423651	0.494420500593908	0.609952142668814	0.179854826881543	GLB1
ENSG00000170312	0	NA	0	NA	0	NA	CDK1
ENSG00000170325	0.441132707105479	0.49897309913223	-0.81580879247485	0.148235072353792	-0.674453728242082	0.35067119677243	PRDM10
ENSG00000170471	0	NA	0	NA	0	NA	RALGAPB
ENSG00000170525	0	NA	2.73621943779553	0.020806888688866	0	NA	PFKFB3
ENSG00000170571	0.169418571171637	0.596500119652021	0.465802886557893	0.175679977849194	1.07326878998679	0.00515548211234779	EMB
ENSG00000170606	-0.0462311772710393	0.875417373767624	0.0359311608898971	0.924379590633803	-1.39467624267061	0.00114285553939025	HSPA4
ENSG00000170633	-0.115964835750289	0.816160475099993	-1.6601060069166	0.00843759704745939	-1.31325480649396	0.0257213672390853	RNF34
ENSG00000170734	0	NA	0	NA	0	NA	POLH
ENSG00000170759	0	NA	0	NA	0	NA	KIF5B
ENSG00000170776	0	NA	0	NA	0	NA	AKAP13
ENSG00000170791	0	NA	0	NA	0	NA	CHCHD7
ENSG00000170802	-1.03875353986727	0.162434612191529	0.301795969407639	0.620135534241093	2.51103197913074	0.00670814254042561	FOXN2
ENSG00000170832	0.433692061508313	0.336263282709494	0.607162258128833	0.174164152072439	-0.185603267976689	0.645767149878802	USP32
ENSG00000170852	-0.192593682073266	0.484864275974846	0.647585307280025	0.103487824570765	0.958733870332082	0.0063116614056482	KBTBD2
ENSG00000170871	0	NA	0	NA	0	NA	KIAA0232
ENSG00000170889	-1.35891766705761	0.533302412152523	0.551856686589802	0.240158373574544	0.0977106718500144	0.963542616961714	RPS9
ENSG00000170921	0	NA	0	NA	0	NA	TANC2
ENSG00000171055	-0.08525214306483	0.766019559681081	0.115854881186305	0.697320466260954	-0.136795781428502	0.634502482270603	FEZ2
ENSG00000171100	-0.0719742282174253	0.848143739175042	-0.920610828409973	0.118240660822855	-0.154151480734858	0.682973962882487	MTM1
ENSG00000171105	0	NA	0	NA	0	NA	INSR
ENSG00000171109	-1.87361621220519	0.0858761633046794	1.29240807869494	0.250537598927997	-3.18250068510262	0.0232249904522718	MFN1
ENSG00000171163	0	NA	0	NA	0	NA	ZNF692
ENSG00000171241	-0.112386809508861	0.701852839387868	-0.109598860799659	0.765937541492471	-0.288103894711969	0.338478226019916	SHCBP1
ENSG00000171310	-0.194594490001748	0.54625193233684	0.945173482727606	0.0413614634457907	1.02590145425581	0.00664520950597898	CHST11
ENSG00000171456	0	NA	0	NA	0	NA	ASXL1
ENSG00000171467	0	NA	0	NA	0	NA	ZNF318
ENSG00000171488	-0.217485890725039	0.668380376457336	-0.928962643553045	0.12209741839052	-0.954257169163184	0.0945478085983886	LRRC8C
ENSG00000171530	0	NA	1.95709679212415	0.0799607929314218	0	NA	TBCA
ENSG00000171604	0.0439481704761733	0.945088285849509	-1.26589426295124	0.217607162678525	0.182449766059096	0.775464224105807	CXXC5
ENSG00000171634	0	NA	0	NA	0	NA	BPTF
ENSG00000171681	0	NA	0	NA	0	NA	ATF7IP
ENSG00000171791	0	NA	1.26585202643468	0.145630763526557	0	NA	BCL2
ENSG00000171793	0	NA	0	NA	0	NA	CTPS1
ENSG00000171853	0	NA	0	NA	0	NA	TRAPPC12
ENSG00000171862	0	NA	0.750833556903764	0.357271901224794	0	NA	PTEN
ENSG00000171863	-0.0285801835437143	0.961153114738945	-0.909469876690912	0.30536691040487	0.135512912135765	0.817651827450065	RPS7
ENSG00000171943	0	NA	-0.569575161691916	0.382183715899145	0	NA	SRGAP2C
ENSG00000171960	0.0183615702350359	0.971383610860758	-1.25941509872415	0.140478064810716	-0.585489591198711	0.271393945421306	PPIH
ENSG00000171988	0	NA	0.520320942171795	0.40853733847196	0	NA	JMJD1C
ENSG00000172062	-0.224843539093408	0.513929035292154	-0.358534534618414	0.417429551866774	-0.646344359110772	0.0846559218923593	SMN1
ENSG00000172086	0	NA	0	NA	0	NA	KRCC1
ENSG00000172164	-0.492345036278856	0.413419922352504	-0.783668142969331	0.379507630424898	0.361271141270433	0.544484708929997	SNTB1
ENSG00000172167	0.0308336864033339	0.966529135371764	-0.125032007796823	0.88344401426793	-0.948864790392999	0.273419289714046	MTBP
ENSG00000172172	-0.00239278884187269	0.995124387121163	0.0856030590217511	0.864395227024697	-6.49761947464273	9.84307438138924e-07	MRPL13
ENSG00000172232	0	NA	0	NA	0	NA	AZU1
ENSG00000172244	0	NA	0	NA	0	NA	C5orf34
ENSG00000172262	0.0388766219816048	0.929288876538289	1.02912266972067	0.0643414622880455	0.469425365980559	0.300585866065691	ZNF131
ENSG00000172292	0	NA	-2.06459766277261	0.0418588645726876	0	NA	CERS6
ENSG00000172340	0.104855907151589	0.766026033570836	-1.09790569336746	0.0194946699350145	-2.09786875467416	0.000246976417197597	SUCLG2
ENSG00000172493	0	NA	0	NA	0	NA	AFF1
ENSG00000172530	0	NA	0.0185194806348026	0.966990009315843	0	NA	BANP
ENSG00000172661	0.633854756190866	0.532000066756786	1.75777038073817	0.172033439349428	0.679019713836275	0.453037409793981	FAM21C
ENSG00000172716	0	NA	0	NA	0	NA	SLFN11
ENSG00000172766	0	NA	0	NA	0	NA	NAA16
ENSG00000172775	-0.0341207804002361	0.94709162803213	-0.428220526421044	0.460746602928817	-1.47323947124026	0.0178296160071006	FAM192A
ENSG00000172785	-1.14766488260494	0.0280424051016377	1.6081410868623	0.0357643301687986	2.1214047066589	0.00264643862512796	CBWD1
ENSG00000172795	0	NA	0	NA	0	NA	DCP2
ENSG00000172845	-0.129216514647733	0.730772636647816	-0.0662390411855132	0.89230839196885	0.924463868384872	0.0336607569064465	SP3
ENSG00000172869	-0.0892642743332694	0.87800015505611	-0.133561051765349	0.756567889641157	0.704647216709981	0.248515730379471	DMXL1
ENSG00000172890	2.41639001842703	0.00127389477817052	-0.413178804028312	0.410422606421948	0.815201959358995	0.127265400713718	NADSYN1
ENSG00000172939	0	NA	0	NA	0	NA	OXSR1
ENSG00000173020	-0.462355716205522	0.530331942595727	1.45792917213465	0.127078403177107	-0.275841301281236	0.680337652047238	GRK2
ENSG00000173120	0	NA	0	NA	0	NA	KDM2A
ENSG00000173145	0.152225671001207	0.758717156113286	1.98597904768829	0.0161619311186453	0.452967277701562	0.373153367658516	NOC3L
ENSG00000173163	-0.154593127259505	0.609253427329503	-0.0242196360020898	0.9531442834505	-0.55895047839369	0.0935515214916234	COMMD1
ENSG00000173226	-0.0144627874305133	0.963095509800841	0.526241277951643	0.15314071649674	0.914292510972457	0.0162148785901069	IQCB1
ENSG00000173273	0	NA	0	NA	0	NA	TNKS
ENSG00000173418	0	NA	0	NA	0	NA	NAA20
ENSG00000173473	0	NA	0	NA	0	NA	SMARCC1
ENSG00000173575	0	NA	0	NA	0	NA	CHD2
ENSG00000173588	-0.168484473361459	0.557139850224643	-0.132517702621729	0.705801778706916	-0.384547628831265	0.199141701808895	CEP83
ENSG00000173611	0	NA	0	NA	0	NA	SCAI
ENSG00000173692	0	NA	-0.0287476255704733	0.982397000715346	0	NA	PSMD1
ENSG00000173726	0	NA	0	NA	0	NA	TOMM20
ENSG00000173744	0.275826943734933	0.689296517871332	1.28574893735766	0.105608610751902	-0.250153399979741	0.69324481691168	AGFG1
ENSG00000173889	0	NA	0	NA	0	NA	PHC3
ENSG00000173890	0	NA	0	NA	0	NA	GPR160
ENSG00000173905	-0.591915122227581	0.287981162799177	1.28300105460049	0.0521321493288862	0.562986187388043	0.310593465289765	GOLIM4
ENSG00000173933	0	NA	0	NA	0	NA	RBM4
ENSG00000173950	-0.250110582676772	0.694919076304067	-0.808591461202917	0.0428370351136061	-1.78422434112721	0.0194367316875887	XXYLT1
ENSG00000174004	0	NA	0	NA	0	NA	NRROS
ENSG00000174106	0.0167777034881795	0.973128798892499	0.041120243961482	0.923047749925676	0.717818766653627	0.174768121879791	LEMD3
ENSG00000174231	0	NA	0	NA	0	NA	PRPF8
ENSG00000174353	0	NA	0	NA	0	NA	STAG3L3
ENSG00000174373	0	NA	0	NA	0	NA	RALGAPA1
ENSG00000174437	0	NA	0	NA	0	NA	ATP2A2
ENSG00000174444	0	NA	0	NA	0	NA	RPL4
ENSG00000174485	0	NA	0	NA	0	NA	DENND4A
ENSG00000174606	0	NA	0	NA	0	NA	ANGEL2
ENSG00000174695	0	NA	2.0237294676902	0.193265334529574	0	NA	TMEM167A
ENSG00000174718	0	NA	0	NA	0	NA	KIAA1551
ENSG00000174780	0	NA	0	NA	0	NA	SRP72
ENSG00000174799	0.146637610855351	0.591246588685879	0.698844805642354	0.0723603466969887	0.217843868470709	0.429985008978921	CEP135
ENSG00000174839	-0.691974915322833	0.443064036006375	-0.289902241755634	0.39990653175377	-2.77445058614351	0.0116553149455412	DENND6A
ENSG00000174842	0.100287705791475	0.855828652495464	-0.662325396251007	0.368888096807625	0.192700144242976	0.727751158879364	GLMN
ENSG00000174891	-0.196313509958705	0.453941674595451	-0.0592512538879368	0.848894023553305	0.192856575370138	0.461654989725605	RSRC1
ENSG00000174953	0	NA	0	NA	0	NA	DHX36
ENSG00000175029	0.0174668834027003	0.989799397767907	0.424315625204619	0.359429877796162	0.0587186336353867	0.965720253778405	CTBP2
ENSG00000175054	0.181769690280541	0.6596486674042	0.0659880955732901	0.9072194208444	0.13365929190685	0.745364384955097	ATR
ENSG00000175115	0	NA	0	NA	0	NA	PACS1
ENSG00000175193	0	NA	0	NA	0	NA	PARL
ENSG00000175198	0	NA	0	NA	0	NA	PCCA
ENSG00000175216	1.30803454301905	0.091569258872042	0.857729042375441	0.116934787320379	0.296553109484902	0.676064604056425	CKAP5
ENSG00000175224	0	NA	0	NA	0	NA	ATG13
ENSG00000175354	0.0560744382053362	0.817977130723425	-0.255774952868415	0.384537628592806	-0.386249833317469	0.139354916467696	PTPN2
ENSG00000175387	0	NA	0.134123077136866	0.774801245488838	0	NA	SMAD2
ENSG00000175455	0	NA	0	NA	0	NA	CCDC14
ENSG00000175470	0.313485562636129	0.344994323543236	-1.14534960933415	0.0165829411535256	-1.18090992822363	0.0114252328165862	PPP2R2D
ENSG00000175471	-0.428919010139616	0.165207037369725	-0.426612631201066	0.181211928280889	0.184485426837467	0.530204150453357	MCTP1
ENSG00000175575	0	NA	0	NA	0	NA	PAAF1
ENSG00000175581	0	NA	3.60310516691057	0.0286450407459148	0	NA	MRPL48
ENSG00000175582	0	NA	4.07293490951997	0.0231702519935243	0	NA	RAB6A
ENSG00000175711	0.444136516708612	0.305827855801708	-0.981768543664108	0.0782968219720999	0.965806338272471	0.0441796122973366	B3GNTL1
ENSG00000175727	0	NA	0	NA	0	NA	MLXIP
ENSG00000175893	0	NA	0	NA	0	NA	ZDHHC21
ENSG00000176014	0	NA	0	NA	0	NA	TUBB6
ENSG00000176095	-1.42196926293336	0.167822627015238	0.115913538168235	0.776958712659397	0.0279675289330066	0.976035848626177	IP6K1
ENSG00000176105	0.161000491696725	0.862263616542458	-1.74050115397767	0.195073576852698	-1.20680412160966	0.270542312907421	YES1
ENSG00000176124	0	NA	0	NA	0	NA	DLEU1
ENSG00000176208	0	NA	0	NA	0	NA	ATAD5
